Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2208.5,1990
2,2200,2218.7,2218.7,2420.26,2193.7
3,2450,2447.39,2447.39,2632.02,2397.4
4,2680,2676.09,2676.09,2843.78,2601.1
5,2920,2904.78,2904.78,3055.55,2804.8
6,3110,3133.48,3133.48,3267.31,3008.5
7,3370,3362.17,3362.17,3479.07,3212.2
8,3670,3590.87,3590.87,3690.83,3415.9
9,3910,3819.57,3819.57,3902.59,3619.61
10,4080,4048.26,4048.26,4114.35,3823.31
11,4250,4276.96,4276.96,4326.11,4027.01
12,4670,4505.65,4505.65,4537.87,4230.71
1,4880,4734.35,4734.35,4749.63,4434.41
2,5100,4963.04,4963.04,4961.39,4638.11
3,5270,5191.74,5191.74,5173.15,4841.81
4,5510,5420.43,5420.43,5384.91,5045.51
5,5680,5649.13,5649.13,5596.67,5249.21
6,5860,5877.83,5877.83,5808.43,5452.91
7,6100,6106.52,6106.52,6020.19,5656.61
8,6290,6335.22,6335.22,6231.95,5860.31
9,6530,6563.91,6563.91,6443.72,6064.01
10,6700,6792.61,6792.61,6655.48,6267.71
11,6980,7021.3,7021.3,6867.24,6471.42
12,7250,7250,7250,7079,6675.12
1,7710,7672.24,7683.91,7630.17,7082.52
2,7920,7880.55,7891.48,7841.93,7286.22
3,8040,8088.86,8099.04,8053.69,7489.92
4,8240,8297.17,8306.61,8265.45,7693.62
5,8490,8505.49,8514.18,8477.21,7897.32
6,8720,8713.8,8721.75,8688.97,8101.02
7,8900,8922.11,8929.31,8900.73,8304.72
8,9120,9130.42,9136.88,9112.49,8508.42
9,9350,9338.74,9344.45,9324.25,8712.12
10,9500,9547.05,9552.01,9536.02,8915.82
11,9720,9755.36,9759.58,9747.78,9119.52
12,9990,9963.67,9967.15,9959.54,9323.23
1,10190,10172,10174.7,10171.3,9526.93
2,10390,10380.3,10382.3,10383.1,9730.63
3,10600,10588.6,10589.9,10594.8,9934.33
4,10810,10796.9,10797.4,10806.6,10138
5,11010,11005.2,11005,11018.3,10341.7
6,11200,11213.5,11212.6,11230.1,10545.4
7,11410,11421.9,11420.1,11441.9,10749.1
8,11660,11630.2,11627.7,11653.6,10952.8
9,11850,11838.5,11835.3,11865.4,11156.5
10,12030,12046.8,12042.8,12077.1,11360.2
11,12260,12255.1,12250.4,12288.9,11563.9
12,12460,12463.4,12458,12500.7,11767.6
1,12930,12899.9,12888.2,12891,12175
2,13120,13105.2,13094.3,13097.2,12378.7
3,13310,13310.6,13300.4,13303.3,12582.4
4,13510,13515.9,13506.4,13509.5,12786.1
5,13700,13721.2,13712.5,13715.6,12989.8
6,13930,13926.5,13918.6,13921.7,13193.5
7,14100,14131.9,14124.6,14127.9,13397.2
8,14330,14337.2,14330.7,14334,13600.9
9,14540,14542.5,14536.8,14540.2,13804.6
10,14720,14747.8,14742.8,14746.3,14008.3
11,14940,14953.1,14948.9,14952.5,14212
12,15200,15158.5,15155,15158.6,14415.7
1,15410,15363.8,15361,15364.7,14619.4
2,15600,15569.1,15567.1,15570.9,14823.1
3,15750,15774.4,15773.2,15777,15026.8
4,15980,15979.7,15979.2,15983.2,15230.5
