Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,278.667,278.667,278.667,261.613,278.667
2,491.333,491.333,491.333,477.175,487.119
3,704,704,704,692.738,695.572
4,916.667,916.667,916.667,908.301,904.025
5,1129.33,1129.33,1129.33,1123.86,1112.48
6,1342,1342,1342,1339.43,1320.93
7,1554.67,1554.67,1554.67,1554.99,1529.38
8,1767.33,1767.33,1767.33,1770.55,1737.84
9,1980,1980,1980,1986.11,1946.29
10,2050,2192.67,2192.67,2201.68,2154.74
11,2270,2405.33,2405.33,2417.24,2363.19
12,2470,2618,2618,2632.8,2571.65
1,2880,2830.67,2830.67,2848.36,2780.1
2,3120,3043.33,3043.33,3063.93,2988.55
3,3320,3256,3256,3279.49,3197
4,3560,3468.67,3468.67,3495.05,3405.46
5,3800,3681.33,3681.33,3710.62,3613.91
6,3990,3894,3894,3926.18,3822.36
7,4170,4106.67,4106.67,4141.74,4030.81
8,4430,4319.33,4319.33,4357.3,4239.27
9,4610,4532,4532,4572.87,4447.72
10,4780,4744.67,4744.67,4788.43,4656.17
11,4990,4957.33,4957.33,5003.99,4864.63
12,5170,5170,5170,5219.55,5073.08
1,5530,5465.43,5509.49,5464.36,5489.98
2,5730,5681.68,5722.93,5679.93,5698.44
3,5960,5897.93,5936.36,5895.49,5906.89
4,6110,6114.18,6149.8,6111.05,6115.34
5,6290,6330.43,6363.23,6326.61,6323.79
6,6470,6546.67,6576.67,6542.18,6532.25
7,6660,6762.92,6790.1,6757.74,6740.7
8,6920,6979.17,7003.54,6973.3,6949.15
9,7070,7195.42,7216.97,7188.86,7157.61
10,7300,7411.67,7430.41,7404.43,7366.06
11,7560,7627.92,7643.85,7619.99,7574.51
12,7780,7844.17,7857.28,7835.55,7782.96
1,8040,8060.41,8070.72,8051.11,7991.42
2,8290,8276.66,8284.15,8266.68,8199.87
3,8480,8492.91,8497.59,8482.24,8408.32
4,8740,8709.16,8711.02,8697.8,8616.77
5,9020,8925.41,8924.46,8913.37,8825.23
6,9170,9141.66,9137.89,9128.93,9033.68
7,9380,9357.9,9351.33,9344.49,9242.13
8,9620,9574.15,9564.77,9560.05,9450.58
9,9820,9790.4,9778.2,9775.62,9659.04
