Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2335.84,1990
2,2380,2269.47,2269.47,2593.44,2244.33
3,2590,2548.95,2548.95,2851.03,2498.65
4,2880,2828.42,2828.42,3108.63,2752.98
5,3100,3107.89,3107.89,3366.22,3007.3
6,3390,3387.37,3387.37,3623.82,3261.63
7,3810,3666.84,3666.84,3881.41,3515.95
8,4120,3946.32,3946.32,4139.01,3770.28
9,4350,4225.79,4225.79,4396.61,4024.6
10,4860,4505.26,4505.26,4654.2,4278.93
1,5150,4784.74,4784.74,4911.8,4533.26
2,5400,5064.21,5064.21,5169.39,4787.58
3,5670,5343.68,5343.68,5426.99,5041.91
4,5850,5623.16,5623.16,5684.59,5296.23
5,6030,5902.63,5902.63,5942.18,5550.56
6,6330,6182.11,6182.11,6199.78,5804.88
7,6530,6461.58,6461.58,6457.37,6059.21
8,6840,6741.05,6741.05,6714.97,6313.53
9,7090,7020.53,7020.53,6972.56,6567.86
10,7300,7300,7300,7230.16,6822.19
1,7870,7882.87,7875.04,7855.84,7330.84
2,8170,8137.43,8130.2,8113.44,7585.16
3,8380,8391.98,8385.36,8371.03,7839.49
4,8630,8646.53,8640.51,8628.63,8093.81
5,8920,8901.09,8895.67,8886.22,8348.14
6,9210,9155.64,9150.83,9143.82,8602.46
7,9450,9410.2,9405.98,9401.41,8856.79
8,9670,9664.75,9661.14,9659.01,9111.12
9,9900,9919.31,9916.3,9916.61,9365.44
10,10110,10173.9,10171.5,10174.2,9619.77
1,10450,10428.4,10426.6,10431.8,9874.09
2,10680,10683,10681.8,10689.4,10128.4
3,10980,10937.5,10936.9,10947,10382.7
4,11200,11192.1,11192.1,11204.6,10637.1
5,11420,11446.6,11447.2,11462.2,10891.4
6,11660,11701.2,11702.4,11719.8,11145.7
7,11930,11955.7,11957.6,11977.4,11400
8,12210,12210.3,12212.7,12235,11654.4
9,12460,12464.9,12467.9,12492.6,11908.7
10,12760,12719.4,12723,12750.2,12163
1,13230,13239,13227.2,13217.9,12671.7
2,13480,13489.3,13478.4,13470,12926
3,13690,13739.6,13729.5,13722,13180.3
4,13960,13989.8,13980.7,13974,13434.7
5,14210,14240.1,14231.9,14226,13689
6,14450,14490.4,14483.1,14478,13943.3
7,14730,14740.6,14734.3,14730,14197.6
8,14980,14990.9,14985.4,14982,14452
9,15200,15241.2,15236.6,15234,14706.3
10,15600,15491.5,15487.8,15486,14960.6
1,15790,15741.7,15739,15738,15214.9
2,16030,15992,15990.2,15990,15469.3
3,16300,16242.3,16241.3,16242,15723.6
4,16500,16492.5,16492.5,16494,15977.9
5,16690,16742.8,16743.7,16746,16232.2
6,16950,16993.1,16994.9,16998,16486.6
7,17180,17243.3,17246.1,17250,16740.9
8,17520,17493.6,17497.3,17502,16995.2
9,17710,17743.9,17748.4,17754,17249.5
10,18040,17994.2,17999.6,18006.1,17503.9
1,18570,18513.9,18506.7,18505.9,18012.5
2,18820,18764.9,18758.2,18757.6,18266.8
3,18960,19015.8,19009.7,19009.3,18521.2
4,19220,19266.8,19261.2,19261,18775.5
