Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2159.16,1990
2,2220,2213.91,2213.91,2367.28,2188.91
3,2470,2437.83,2437.83,2575.4,2387.81
4,2700,2661.74,2661.74,2783.51,2586.72
5,2880,2885.65,2885.65,2991.63,2785.62
6,3100,3109.57,3109.57,3199.74,2984.53
7,3290,3333.48,3333.48,3407.86,3183.43
8,3580,3557.39,3557.39,3615.98,3382.34
9,3850,3781.3,3781.3,3824.09,3581.25
10,4090,4005.22,4005.22,4032.21,3780.15
11,4240,4229.13,4229.13,4240.33,3979.06
12,4520,4453.04,4453.04,4448.44,4177.96
1,4680,4676.96,4676.96,4656.56,4376.87
2,4880,4900.87,4900.87,4864.67,4575.77
3,5090,5124.78,5124.78,5072.79,4774.68
4,5360,5348.7,5348.7,5280.91,4973.59
5,5550,5572.61,5572.61,5489.02,5172.49
6,5760,5796.52,5796.52,5697.14,5371.4
7,5960,6020.43,6020.43,5905.26,5570.3
8,6140,6244.35,6244.35,6113.37,5769.21
9,6340,6468.26,6468.26,6321.49,5968.11
10,6580,6692.17,6692.17,6529.6,6167.02
11,6850,6916.09,6916.09,6737.72,6365.93
12,7140,7140,7140,6945.84,6564.83
1,7500,7507.25,7534.3,7437.5,6962.64
2,7690,7709.78,7735.11,7645.61,7161.55
3,7890,7912.31,7935.91,7853.73,7360.46
4,8100,8114.85,8136.72,8061.85,7559.36
5,8250,8317.38,8337.52,8269.96,7758.27
6,8490,8519.91,8538.33,8478.08,7957.17
7,8690,8722.45,8739.14,8686.19,8156.08
8,8940,8924.98,8939.94,8894.31,8354.98
9,9130,9127.51,9140.75,9102.43,8553.89
10,9300,9330.04,9341.55,9310.54,8752.8
11,9480,9532.58,9542.36,9518.66,8951.7
12,9720,9735.11,9743.16,9726.78,9150.61
1,9960,9937.64,9943.97,9934.89,9349.51
2,10180,10140.2,10144.8,10143,9548.42
3,10380,10342.7,10345.6,10351.1,9747.32
4,10610,10545.2,10546.4,10559.2,9946.23
5,10800,10747.8,10747.2,10767.4,10145.1
6,10980,10950.3,10948,10975.5,10344
7,11120,11152.8,11148.8,11183.6,10542.9
8,11340,11355.4,11349.6,11391.7,10741.9
9,11540,11557.9,11550.4,11599.8,10940.8
10,11770,11760.4,11751.2,11807.9,11139.7
11,11930,11963,11952,12016.1,11338.6
12,12150,12165.5,12152.8,12224.2,11537.5
1,12640,12626.2,12603,12614.5,11935.3
2,12890,12828.8,12807,12818.6,12134.2
3,13070,13031.3,13011,13022.6,12333.1
4,13280,13233.8,13215,13226.6,12532
5,13440,13436.4,13419.1,13430.6,12730.9
6,13680,13638.9,13623.1,13634.7,12929.8
7,13840,13841.4,13827.1,13838.7,13128.7
8,14050,14044,14031.1,14042.7,13327.6
9,14230,14246.5,14235.1,14246.7,13526.5
10,14390,14449,14439.1,14450.8,13725.4
11,14590,14651.6,14643.1,14654.8,13924.3
12,14860,14854.1,14847.2,14858.8,14123.3
1,15040,15056.6,15051.2,15062.8,14322.2
