Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2402,1990
2,2300,2238.26,2238.26,2623.97,2198.4
3,2540,2486.52,2486.52,2845.93,2406.79
4,2800,2734.78,2734.78,3067.89,2615.19
5,3070,2983.04,2983.04,3289.86,2823.59
6,3320,3231.3,3231.3,3511.82,3031.98
7,3660,3479.57,3479.57,3733.78,3240.38
8,3910,3727.83,3727.83,3955.75,3448.78
9,4220,3976.09,3976.09,4177.71,3657.17
10,4430,4224.35,4224.35,4399.67,3865.57
11,4720,4472.61,4472.61,4621.64,4073.97
12,4990,4720.87,4720.87,4843.6,4282.36
1,4690,4969.13,4969.13,5065.57,4490.76
2,5430,5217.39,5217.39,5287.53,4699.16
3,5620,5465.65,5465.65,5509.49,4907.55
4,5840,5713.91,5713.91,5731.46,5115.95
5,6160,5962.17,5962.17,5953.42,5324.35
6,6370,6210.43,6210.43,6175.38,5532.74
7,6620,6458.7,6458.7,6397.35,5741.14
8,6870,6706.96,6706.96,6619.31,5949.54
9,7050,6955.22,6955.22,6841.27,6157.93
10,7250,7203.48,7203.48,7063.24,6366.33
11,7360,7451.74,7451.74,7285.2,6574.73
12,7700,7700,7700,7507.16,6783.12
1,8090,8163.59,8174.4,8118.67,7199.92
2,8360,8381.84,8391.96,8340.63,7408.31
3,8590,8600.09,8609.52,8562.6,7616.71
4,8850,8818.35,8827.09,8784.56,7825.11
5,9020,9036.6,9044.65,9006.52,8033.5
6,9230,9254.86,9262.21,9228.49,8241.9
7,9450,9473.11,9479.78,9450.45,8450.3
8,9720,9691.36,9697.34,9672.41,8658.69
9,9910,9909.62,9914.91,9894.38,8867.09
10,10110,10127.9,10132.5,10116.3,9075.48
11,10270,10346.1,10350,10338.3,9283.88
12,10580,10564.4,10567.6,10560.3,9492.28
1,10830,10782.6,10785.2,10782.2,9700.67
2,11070,11000.9,11002.7,11004.2,9909.07
3,11260,11219.1,11220.3,11226.2,10117.5
4,11490,11437.4,11437.9,11448.1,10325.9
5,11720,11655.6,11655.4,11670.1,10534.3
6,11880,11873.9,11873,11892,10742.7
7,12090,12092.2,12090.5,12114,10951.1
8,12360,12310.4,12308.1,12336,11159.5
9,12460,12528.7,12525.7,12557.9,11367.8
10,12710,12746.9,12743.2,12779.9,11576.2
11,12910,12965.2,12960.8,13001.9,11784.6
12,13150,13183.4,13178.4,13223.8,11993
1,13580,13619.9,13612.3,13596,12409.8
2,13830,13831.8,13824.6,13809.7,12618.2
3,14020,14043.6,14036.9,14023.5,12826.6
4,14280,14255.4,14249.3,14237.2,13035
5,14470,14467.3,14461.6,14450.9,13243.4
6,14670,14679.1,14673.9,14664.6,13451.8
7,14840,14891,14886.2,14878.3,13660.2
8,15130,15102.8,15098.6,15092,13868.6
9,15280,15314.6,15310.9,15305.7,14077
10,15530,15526.5,15523.2,15519.5,14285.4
11,15730,15738.3,15735.5,15733.2,14493.8
12,15970,15950.1,15947.8,15946.9,14702.2
1,16120,16162,16160.2,16160.6,14910.6
2,16390,16373.8,16372.5,16374.3,15119
3,16610,16585.6,16584.8,16588,15327.4
4,16840,16797.5,16797.1,16801.8,15535.8
5,17100,17009.3,17009.5,17015.5,15744.2
6,17220,17221.1,17221.8,17229.2,15952.6
7,17430,17433,17434.1,17442.9,16161
8,17610,17644.8,17646.4,17656.6,16369.4
9,17830,17856.6,17858.7,17870.3,16577.8
10,18050,18068.5,18071.1,18084,16786.2
11,18260,18280.3,18283.4,18297.8,16994.6
12,18500,18492.1,18495.7,18511.5,17203
1,18940,18932.3,18926.3,18922.6,17619.7
2,19170,19143.2,19137.6,19134.4,17828.1
3,19360,19354.2,19348.9,19346.2,18036.5
4,19560,19565.1,19560.3,19557.9,18244.9
5,19790,19776,19771.6,19769.7,18453.3
6,19980,19987,19982.9,19981.4,18661.7
7,20200,20197.9,20194.2,20193.2,18870.1
8,20370,20408.8,20405.5,20405,19078.5
9,20610,20619.8,20616.9,20616.7,19286.9
10,20820,20830.7,20828.2,20828.5,19495.3
11,20980,21041.7,21039.5,21040.3,19703.7
12,21300,21252.6,21250.8,21252,19912.1
1,21440,21463.5,21462.1,21463.8,20120.5
2,21680,21674.5,21673.5,21675.6,20328.9
3,21890,21885.4,21884.8,21887.3,20537.3
4,22100,22096.3,22096.1,22099.1,20745.7
5,22350,22307.3,22307.4,22310.9,20954.1
6,22510,22518.2,22518.7,22522.6,21162.5
7,22730,22729.2,22730,22734.4,21370.9
8,22950,22940.1,22941.4,22946.2,21579.3
9,23140,23151,23152.7,23157.9,21787.7
10,23370,23362,23364,23369.7,21996.1
11,23540,23572.9,23575.3,23581.4,22204.5
12,23810,23783.8,23786.6,23793.2,22412.9
1,24220,24219.8,24211,24212,22829.7
2,24470,24430.6,24422.3,24423.4,23038.1
3,24630,24641.4,24633.7,24634.8,23246.5
4,24840,24852.3,24845,24846.2,23454.9
5,25070,25063.1,25056.4,25057.6,23663.2
6,25250,25273.9,25267.7,25268.9,23871.6
7,25440,25484.7,25479.1,25480.3,24080
8,25690,25695.6,25690.5,25691.7,24288.4
9,25860,25906.4,25901.8,25903.1,24496.8
10,26120,26117.2,26113.2,26114.5,24705.2
11,26300,26328,26324.5,26325.8,24913.6
12,26600,26538.8,26535.9,26537.2,25122
1,26760,26749.7,26747.3,26748.6,25330.4
2,27000,26960.5,26958.6,26960,25538.8
3,27200,27171.3,27170,27171.4,25747.2
4,27350,27382.1,27381.3,27382.8,25955.6
5,27600,27592.9,27592.7,27594.1,26164
6,27790,27803.8,27804.1,27805.5,26372.4
7,27990,28014.6,28015.4,28016.9,26580.8
8,28220,28225.4,28226.8,28228.3,26789.2
9,28430,28436.2,28438.1,28439.7,26997.6
10,28650,28647.1,28649.5,28651,27206
11,28840,28857.9,28860.8,28862.4,27414.4
12,29110,29068.7,29072.2,29073.8,27622.8
1,29560,29516.2,29495.5,29490.5,28039.6
2,29770,29725.7,29706.8,29702.5,28248
3,29970,29935.1,29918,29914.4,28456.4
4,30180,30144.6,30129.3,30126.4,28664.8
5,30360,30354,30340.6,30338.3,28873.2
6,30570,30563.5,30551.9,30550.3,29081.6
7,30730,30772.9,30763.1,30762.2,29290
8,30920,30982.4,30974.4,30974.2,29498.4
9,31210,31191.8,31185.7,31186.1,29706.7
10,31360,31401.3,31397,31398,29915.1
11,31560,31610.7,31608.2,31610,30123.5
12,31860,31820.2,31819.5,31821.9,30331.9
1,32060,32029.7,32030.8,32033.9,30540.3
2,32270,32239.1,32242,32245.8,30748.7
3,32460,32448.6,32453.3,32457.8,30957.1
4,32680,32658,32664.6,32669.7,31165.5
5,32890,32867.5,32875.9,32881.7,31373.9
6,33070,33076.9,33087.1,33093.6,31582.3
7,33260,33286.4,33298.4,33305.6,31790.7
8,33480,33495.8,33509.7,33517.5,31999.1
9,33670,33705.3,33721,33729.5,32207.5
10,33890,33914.7,33932.2,33941.4,32415.9
11,34110,34124.2,34143.5,34153.4,32624.3
12,34380,34333.6,34354.8,34365.3,32832.7
1,34880,34808.7,34793.6,34804.9,33249.5
2,35100,35019.4,35005.3,35016.8,33457.9
3,35270,35230.1,35216.9,35228.6,33666.3
4,35510,35440.8,35428.5,35440.5,33874.7
5,35680,35651.5,35640.1,35652.3,34083.1
6,35880,35862.2,35851.8,35864.2,34291.5
7,36100,36072.9,36063.4,36076,34499.9
8,36210,36283.6,36275,36287.9,34708.3
9,36480,36494.3,36486.6,36499.8,34916.7
10,36650,36705.1,36698.3,36711.6,35125.1
11,36820,36915.8,36909.9,36923.5,35333.5
12,37130,37126.5,37121.5,37135.3,35541.9
1,37390,37337.2,37333.1,37347.2,35750.3
2,37590,37547.9,37544.8,37559,35958.6
3,37780,37758.6,37756.4,37770.9,36167
4,37980,37969.3,37968,37982.7,36375.4
5,38250,38180,38179.6,38194.6,36583.8
6,38380,38390.7,38391.3,38406.5,36792.2
7,38590,38601.4,38602.9,38618.3,37000.6
