Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1980,1980,1980,2346.53,1980
2,2260,2221.74,2221.74,2565.1,2191.51
3,2520,2463.48,2463.48,2783.66,2403.02
4,2770,2705.22,2705.22,3002.22,2614.54
5,2940,2946.96,2946.96,3220.78,2826.05
6,3240,3188.7,3188.7,3439.34,3037.56
7,3560,3430.43,3430.43,3657.91,3249.07
8,3830,3672.17,3672.17,3876.47,3460.58
9,4190,3913.91,3913.91,4095.03,3672.1
10,4360,4155.65,4155.65,4313.59,3883.61
11,4590,4397.39,4397.39,4532.16,4095.12
12,4900,4639.13,4639.13,4750.72,4306.63
1,5110,4880.87,4880.87,4969.28,4518.14
2,5380,5122.61,5122.61,5187.84,4729.66
3,5580,5364.35,5364.35,5406.41,4941.17
4,5830,5606.09,5606.09,5624.97,5152.68
5,6010,5847.83,5847.83,5843.53,5364.19
6,6070,6089.57,6089.57,6062.09,5575.7
7,6460,6331.3,6331.3,6280.66,5787.22
9,6610,6573.04,6573.04,6499.22,5998.73
8,6720,6814.78,6814.78,6717.78,6210.24
10,6990,7056.52,7056.52,6936.34,6421.75
11,7200,7298.26,7298.26,7154.9,6633.26
12,7540,7540,7540,7373.47,6844.77
1,7910,7962.29,7982.73,7932.37,7267.8
2,8200,8178.62,8197.75,8150.93,7479.31
3,8360,8394.94,8412.77,8369.49,7690.82
4,8590,8611.27,8627.79,8588.05,7902.33
5,8790,8827.59,8842.81,8806.62,8113.85
6,9020,9043.92,9057.83,9025.18,8325.36
7,9200,9260.25,9272.85,9243.74,8536.87
8,9500,9476.57,9487.88,9462.3,8748.38
9,9680,9692.9,9702.9,9680.87,8959.89
10,9910,9909.22,9917.92,9899.43,9171.41
11,10150,10125.5,10132.9,10118,9382.92
12,10390,10341.9,10348,10336.6,9594.43
1,10570,10558.2,10563,10555.1,9805.94
2,10840,10774.5,10778,10773.7,10017.5
3,11010,10990.9,10993,10992.2,10229
4,11240,11207.2,11208,11210.8,10440.5
5,11440,11423.5,11423.1,11429.4,10652
6,11630,11639.8,11638.1,11647.9,10863.5
7,11780,11856.2,11853.1,11866.5,11075
8,12070,12072.5,12068.1,12085.1,11286.5
9,12240,12288.8,12283.1,12303.6,11498
10,12500,12505.1,12498.2,12522.2,11709.5
11,12720,12721.5,12713.2,12740.7,11921.1
12,12960,12937.8,12928.2,12959.3,12132.6
1,13390,13375.3,13367.8,13377.9,12555.6
2,13650,13588,13581,13590.4,12767.1
3,13760,13800.8,13794.2,13803,12978.6
4,14020,14013.5,14007.4,14015.5,13190.1
5,14180,14226.2,14220.7,14228,13401.6
6,14410,14439,14433.9,14440.6,13613.2
7,14640,14651.7,14647.1,14653.1,13824.7
8,14860,14864.5,14860.3,14865.7,14036.2
9,15070,15077.2,15073.5,15078.2,14247.7
10,15260,15289.9,15286.7,15290.7,14459.2
11,15480,15502.7,15500,15503.3,14670.7
12,15760,15715.4,15713.2,15715.8,14882.2
1,15950,15928.2,15926.4,15928.4,15093.7
2,16190,16140.9,16139.6,16140.9,15305.3
3,16350,16353.6,16352.8,16353.4,15516.8
