Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2220.81,1990
2,2230,2216.09,2216.09,2428.82,2188.2
3,2500,2442.17,2442.17,2636.83,2386.4
4,2770,2668.26,2668.26,2844.84,2584.61
5,2960,2894.35,2894.35,3052.85,2782.81
6,3200,3120.43,3120.43,3260.86,2981.01
7,3350,3346.52,3346.52,3468.87,3179.21
8,3660,3572.61,3572.61,3676.88,3377.41
9,3890,3798.7,3798.7,3884.89,3575.61
10,4130,4024.78,4024.78,4092.89,3773.82
11,4310,4250.87,4250.87,4300.9,3972.02
12,4590,4476.96,4476.96,4508.91,4170.22
1,4740,4703.04,4703.04,4716.92,4368.42
2,4980,4929.13,4929.13,4924.93,4566.62
3,5140,5155.22,5155.22,5132.94,4764.82
4,5420,5381.3,5381.3,5340.95,4963.03
5,5580,5607.39,5607.39,5548.96,5161.23
6,5780,5833.48,5833.48,5756.97,5359.43
7,6030,6059.57,6059.57,5964.98,5557.63
8,6300,6285.65,6285.65,6172.98,5755.83
9,6440,6511.74,6511.74,6380.99,5954.03
10,6680,6737.83,6737.83,6589,6152.24
11,6850,6963.91,6963.91,6797.01,6350.44
12,7190,7190,7190,7005.02,6548.64
1,7550,7576.07,7598.21,7523.73,6945.04
2,7730,7779.92,7800.65,7731.74,7143.24
3,7910,7983.77,8003.09,7939.75,7341.45
4,8180,8187.63,8205.53,8147.76,7539.65
5,8360,8391.48,8407.97,8355.77,7737.85
6,8580,8595.33,8610.41,8563.77,7936.05
7,8760,8799.19,8812.85,8771.78,8134.25
8,9070,9003.04,9015.29,8979.79,8332.45
9,9230,9206.89,9217.72,9187.8,8530.66
10,9450,9410.75,9420.16,9395.81,8728.86
11,9570,9614.6,9622.6,9603.82,8927.06
12,9830,9818.45,9825.04,9811.83,9125.26
1,10050,10022.3,10027.5,10019.8,9323.46
2,10290,10226.2,10229.9,10227.8,9521.66
3,10410,10430,10432.4,10435.9,9719.87
4,10670,10633.9,10634.8,10643.9,9918.07
5,10860,10837.7,10837.2,10851.9,10116.3
6,11020,11041.6,11039.7,11059.9,10314.5
7,11230,11245.4,11242.1,11267.9,10512.7
8,11460,11449.3,11444.6,11475.9,10710.9
9,11640,11653.1,11647,11683.9,10909.1
10,11850,11857,11849.4,11891.9,11107.3
11,12040,12060.8,12051.9,12099.9,11305.5
12,12240,12264.7,12254.3,12307.9,11503.7
1,12720,12698.5,12684.8,12689.9,11900.1
2,12880,12900.8,12887.9,12893.1,12098.3
3,13090,13103,13091,13096.3,12296.5
4,13330,13305.2,13294.1,13299.5,12494.7
5,13520,13507.4,13497.2,13502.7,12692.9
6,13730,13709.7,13700.3,13705.9,12891.1
7,13880,13911.9,13903.4,13909.1,13089.3
8,14160,14114.1,14106.5,14112.3,13287.5
9,14340,14316.4,14309.6,14315.5,13485.7
10,14550,14518.6,14512.7,14518.7,13683.9
11,14710,14720.8,14715.9,14721.9,13882.1
12,14910,14923.1,14919,14925.1,14080.3
1,15120,15125.3,15122.1,15128.3,14278.5
2,15330,15327.5,15325.2,15331.5,14476.7
3,15520,15529.7,15528.3,15534.7,14674.9
4,15750,15732,15731.4,15737.9,14873.1
5,15940,15934.2,15934.5,15941.1,15071.3
6,16120,16136.4,16137.6,16144.3,15269.5
7,16330,16338.7,16340.7,16347.5,15467.7
8,16530,16540.9,16543.8,16550.7,15665.9
9,16740,16743.1,16746.9,16753.9,15864.1
10,16930,16945.4,16950,16957.1,16062.3
11,17140,17147.6,17153.1,17160.3,16260.5
12,17370,17349.8,17356.2,17363.4,16458.7
1,17780,17774.7,17768.5,17767.9,16855.1
2,17960,17976,17970.1,17969.7,17053.3
3,18190,18177.2,18171.7,18171.5,17251.5
4,18390,18378.4,18373.4,18373.3,17449.7
5,18580,18579.7,18575,18575.1,17647.9
6,18800,18780.9,18776.6,18776.9,17846.1
