Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2396.45,1990
2,2340,2228.26,2228.26,2610.09,2192.13
3,2510,2466.52,2466.52,2823.73,2394.27
4,2780,2704.78,2704.78,3037.38,2596.4
5,3070,2943.04,2943.04,3251.02,2798.54
6,3380,3181.3,3181.3,3464.66,3000.67
7,3580,3419.57,3419.57,3678.3,3202.81
8,3860,3657.83,3657.83,3891.94,3404.94
9,4130,3896.09,3896.09,4105.59,3607.08
10,4360,4134.35,4134.35,4319.23,3809.21
11,4620,4372.61,4372.61,4532.87,4011.35
12,4820,4610.87,4610.87,4746.51,4213.48
1,5080,4849.13,4849.13,4960.15,4415.62
2,5470,5087.39,5087.39,5173.8,4617.75
3,5610,5325.65,5325.65,5387.44,4819.89
4,5890,5563.91,5563.91,5601.08,5022.02
5,5890,5802.17,5802.17,5814.72,5224.15
6,6250,6040.43,6040.43,6028.36,5426.29
8,6250,6278.7,6278.7,6242.01,5628.42
7,6370,6516.96,6516.96,6455.65,5830.56
9,6580,6755.22,6755.22,6669.29,6032.69
10,6960,6993.48,6993.48,6882.93,6234.83
11,7220,7231.74,7231.74,7096.57,6436.96
12,7470,7470,7470,7310.22,6639.1
1,7930,7901.96,7916.72,7846.45,7043.37
2,8210,8111.04,8124.86,8060.09,7245.5
5,8270,8320.12,8333,8273.73,7447.64
3,8340,8529.2,8541.14,8487.38,7649.77
4,8600,8738.28,8749.27,8701.02,7851.91
6,8950,8947.37,8957.41,8914.66,8054.04
7,9220,9156.45,9165.55,9128.3,8256.17
8,9470,9365.53,9373.69,9341.94,8458.31
9,9550,9574.61,9581.83,9555.59,8660.44
10,9690,9783.69,9789.97,9769.23,8862.58
11,10000,9992.77,9998.11,9982.87,9064.71
12,10300,10201.9,10206.2,10196.5,9266.85
1,10410,10410.9,10414.4,10410.2,9468.98
2,10760,10620,10622.5,10623.8,9671.12
3,10830,10829.1,10830.7,10837.4,9873.25
4,11030,11038.2,11038.8,11051.1,10075.4
5,11280,11247.3,11246.9,11264.7,10277.5
6,11400,11456.3,11455.1,11478.4,10479.7
7,11600,11665.4,11663.2,11692,10681.8
8,11880,11874.5,11871.4,11905.6,10883.9
9,12010,12083.6,12079.5,12119.3,11086.1
10,12260,12292.7,12287.6,12332.9,11288.2
