Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2061.54,1990
2,2220,2257.33,2257.33,2318.17,2248.73
3,2520,2524.67,2524.67,2574.8,2507.46
4,2730,2792,2792,2831.43,2766.2
5,3020,3059.33,3059.33,3088.05,3024.93
6,3310,3326.67,3326.67,3344.68,3283.66
7,3550,3594,3594,3601.31,3542.39
8,3850,3861.33,3861.33,3857.94,3801.13
1,4110,4128.67,4128.67,4114.56,4059.86
2,4420,4396,4396,4371.19,4318.59
3,4730,4663.33,4663.33,4627.82,4577.32
4,4990,4930.67,4930.67,4884.45,4836.06
5,5200,5198,5198,5141.07,5094.79
6,5430,5465.33,5465.33,5397.7,5353.52
7,5710,5732.67,5732.67,5654.33,5612.25
8,6000,6000,6000,5910.96,5870.98
1,6420,6466.34,6484.55,6457.79,6388.45
2,6730,6722.62,6739.06,6714.42,6647.18
3,6980,6978.91,6993.58,6971.05,6905.91
4,7270,7235.19,7248.1,7227.68,7164.65
5,7420,7491.47,7502.62,7484.3,7423.38
6,7710,7747.75,7757.13,7740.93,7682.11
7,7970,8004.04,8011.65,7997.56,7940.84
8,8250,8260.32,8266.17,8254.19,8199.57
1,8520,8516.6,8520.69,8510.81,8458.31
2,8800,8772.88,8775.2,8767.44,8717.04
3,9040,9029.17,9029.72,9024.07,8975.77
4,9310,9285.45,9284.24,9280.7,9234.5
5,9540,9541.73,9538.75,9537.32,9493.24
6,9790,9798.01,9793.27,9793.95,9751.97
7,10050,10054.3,10047.8,10050.6,10010.7
8,10320,10310.6,10302.3,10307.2,10269.4
1,10780,10806.9,10811.5,10801,10786.9
2,11060,11058.7,11062.8,11053.7,11045.6
3,11300,11310.4,11314.1,11306.4,11304.4
4,11630,11562.2,11565.4,11559.1,11563.1
5,11810,11813.9,11816.7,11811.8,11821.8
6,12060,12065.6,12067.9,12064.5,12080.6
7,12310,12317.4,12319.2,12317.2,12339.3
8,12570,12569.1,12570.5,12569.9,12598
1,12850,12820.8,12821.8,12822.6,12856.8
2,13100,13072.6,13073.1,13075.3,13115.5
3,13330,13324.3,13324.4,13328,13374.2
4,13580,13576,13575.7,13580.7,13633
5,13800,13827.8,13827,13833.4,13891.7
6,14010,14079.5,14078.3,14086.1,14150.4
7,14330,14331.2,14329.6,14338.8,14409.1
8,14620,14583,14580.9,14591.5,14667.9
1,15070,15093.1,15091.6,15084.9,15185.3
2,15340,15341.7,15340.4,15334.9,15444.1
3,15600,15590.4,15589.2,15584.8,15702.8
4,15970,15839,15838,15834.7,15961.5
5,16030,16087.6,16086.8,16084.6,16220.3
6,16310,16336.3,16335.6,16334.6,16479
7,16550,16584.9,16584.3,16584.5,16737.7
8,16830,16833.6,16833.1,16834.4,16996.5
1,17050,17082.2,17081.9,17084.3,17255.2
2,17370,17330.9,17330.7,17334.3,17513.9
3,17630,17579.5,17579.5,17584.2,17772.7
4,17880,17828.2,17828.3,17834.1,18031.4
5,18040,18076.8,18077.1,18084,18290.1
6,18280,18325.5,18325.8,18334,18548.9
7,18580,18574.1,18574.6,18583.9,18807.6
8,18820,18822.8,18823.4,18833.8,19066.3
1,19310,19318.3,19317.6,19309.2,19583.8
2,19560,19566.9,19566.3,19558.4,19842.5
3,19800,19815.6,19815,19807.7,20101.3
4,20090,20064.2,20063.7,20057,20360
5,20250,20312.9,20312.4,20306.3,20618.7
6,20510,20561.5,20561.1,20555.6,20877.5
7,20800,20810.1,20809.8,20804.8,21136.2
8,21050,21058.8,21058.5,21054.1,21394.9
1,21320,21307.4,21307.2,21303.4,21653.7
