Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2238.04,1990
2,2260,2224.78,2224.78,2451.73,2193.05
3,2460,2459.57,2459.57,2665.41,2396.11
4,2700,2694.35,2694.35,2879.1,2599.16
5,2960,2929.13,2929.13,3092.78,2802.21
6,3180,3163.91,3163.91,3306.47,3005.27
7,3450,3398.7,3398.7,3520.15,3208.32
8,3740,3633.48,3633.48,3733.84,3411.37
9,4010,3868.26,3868.26,3947.52,3614.43
10,4200,4103.04,4103.04,4161.2,3817.48
11,4410,4337.83,4337.83,4374.89,4020.53
12,4770,4572.61,4572.61,4588.57,4223.58
1,4800,4807.39,4807.39,4802.26,4426.64
2,5050,5042.17,5042.17,5015.94,4629.69
3,5250,5276.96,5276.96,5229.63,4832.74
4,5530,5511.74,5511.74,5443.31,5035.8
5,5730,5746.52,5746.52,5657,5238.85
6,5910,5981.3,5981.3,5870.68,5441.9
7,6160,6216.09,6216.09,6084.37,5644.96
8,6290,6450.87,6450.87,6298.05,5848.01
9,6540,6685.65,6685.65,6511.74,6051.06
10,6820,6920.43,6920.43,6725.42,6254.12
11,7090,7155.22,7155.22,6939.11,6457.17
12,7390,7390,7390,7152.79,6660.22
1,7720,7756.96,7791.41,7675.96,7066.33
2,7940,7964.22,7996.46,7889.64,7269.38
3,8120,8171.47,8201.52,8103.33,7472.44
4,8350,8378.73,8406.58,8317.01,7675.49
5,8560,8585.98,8611.63,8530.7,7878.54
6,8770,8793.24,8816.69,8744.38,8081.6
7,9000,9000.49,9021.74,8958.07,8284.65
8,9290,9207.75,9226.8,9171.75,8487.7
9,9460,9415,9431.85,9385.44,8690.75
10,9640,9622.26,9636.91,9599.12,8893.81
11,9770,9829.51,9841.96,9812.81,9096.86
12,10180,10036.8,10047,10026.5,9299.91
1,10110,10244,10252.1,10240.2,9502.97
2,10410,10451.3,10457.1,10453.9,9706.02
3,10620,10658.5,10662.2,10667.5,9909.07
4,10860,10865.8,10867.2,10881.2,10112.1
5,11050,11073,11072.3,11094.9,10315.2
6,11220,11280.3,11277.4,11308.6,10518.2
7,11460,11487.5,11482.4,11522.3,10721.3
8,11700,11694.8,11687.5,11736,10924.3
9,11890,11902.1,11892.5,11949.7,11127.4
