   1     1  1234567890ET                                                                                                                                                  
   2    13  1234567890ET                                                                                                                                                  =
   3    25  1234567890ET                                                                                                                                                  =
   4    37  1234567890ET                                                                                                                                                  =
   5    49  1234567890ET                                                                                                                                                  =
   6    61  1234567890ET                                                                                                                                                  =
   7    73  1234567890ET                                                                                                                                                  =
   8    85  1234567890ET                                                                                                                                                  =
   9    97  1234567890ET                                                                                                                                                  =
  10   109  1234567890ET                                                                                                                                                  =
  11   121  1234567890ET                                                                                                                                                  =
  12   133  1234567890ET                                                                                                                                                  =
  13   145  1234567890ET                                                                                                                                                  =
  14   157  1234567890ET                                                                                                                                                  =
  15   169  1234567890ET                                                                                                                                                  =
  16   181  1234567890ET                                                                                                                                                  =
  17   193  1234567890ET                                                                                                                                                  =
  18   205  1234567890ET                                                                                                                                                  =
  19   217  1234567890ET                                                                                                                                                  =
  20   229  1234567890ET                                                                                                                                                  =
  21   241  1234567890ET                                                                                                                                                  =
  22   253  1234567890ET                                                                                                                                                  =
  23   265  1234567890ET                                                                                                                                                  =
  24   277  1234567890ET                                                                                                                                                  =
  25   289  213547698E0T                                                                                                                                                  3
  26   301  2314567890ET                                                                                                                                                  1
  27   313  324165879E0T                                                                                                                                                  9
  28   325  2346185970ET                                                                                                                                                  3
  29   337  243165879E0T                                                                                                                                                  1
  30   349  4236185970ET                                                                                                                                                  3
  31   361  432165879E0T                                                                                                                                                  1
  32   373  3426185970ET                                                                                                                                                  3
  33   385  4362819507ET                                                                                                                                                  E
  34   397  463829105E7T                                                                                                                                                  1
  35   409  6432819507ET                                                                                                                                                  3
  36   421  634829105E7T                                                                                                                                                  1
  37   433  3642819507ET                                                                                                                                                  3
  38   445  346829105E7T                                                                                                                                                  1
  39   457  4386920157ET                                                                                                                                                  9
  40   469  348960251E7T                                                                                                                                                  3
  41   481  3846920157ET                                                                                                                                                  1
  42   493  834960251E7T                                                                                                                                                  3
  43   505  8436920157ET                                                                                                                                                  1
  44   517  483960251E7T                                                                                                                                                  3
  45   529  84930652E17T                                                                                                                                                  E
  46   541  8940356E271T                                                                                                                                                  1
  47   553  98430652E17T                                                                                                                                                  3
  48   565  9480356E271T                                                                                                                                                  1
  49   577  49830652E17T                                                                                                                                                  3
  50   589  4890356E271T                                                                                                                                                  1
  51   601  840953E6721T                                                                                                                                                  E
  52   613  48059E37612T                                                                                                                                                  3
  53   625  408953E6721T                                                                                                                                                  1
  54   637  04859E37612T                                                                                                                                                  3
  55   649  084953E6721T                                                                                                                                                  1
  56   661  80459E37612T                                                                                                                                                  3
  57   673  0854E973162T                                                                                                                                                  E
  58   685  058E4791326T                                                                                                                                                  1
  59   697  5084E973162T                                                                                                                                                  3
  60   709  580E4791326T                                                                                                                                                  1
  61   721  8504E973162T                                                                                                                                                  3
  62   733  805E4791326T                                                                                                                                                  1
  63   745  08E57419236T                                                                                                                                                  E
  64   757  80E75142963T                                                                                                                                                  3
  65   769  8E057419236T                                                                                                                                                  1
  66   781  E8075142963T                                                                                                                                                  3
  67   793  E0857419236T                                                                                                                                                  1
  68   805  0E875142963T                                                                                                                                                  3
  69   817  E0781524693T                                                                                                                                                  E
  70   829  E7018256439T                                                                                                                                                  1
  71   841  7E081524693T                                                                                                                                                  3
  72   853  70E18256439T                                                                                                                                                  1
  73   865  07E81524693T                                                                                                                                                  3
  74   877  0E718256439T                                                                                                                                                  1
  75   889  E0172865349T                                                                                                                                                  E
  76   901  0E127683594T                                                                                                                                                  3
  77   913  01E72865349T                                                                                                                                                  1
  78   925  10E27683594T                                                                                                                                                  3
  79   937  1E072865349T                                                                                                                                                  1
  80   949  E1027683594T                                                                                                                                                  3
  81   961  1E206738954T                                                                                                                                                  E
  82   973  12E60379845T                                                                                                                                                  1
  83   985  21E06738954T                                                                                                                                                  3
  84   997  2E160379845T                                                                                                                                                  1
  85  1009  E2106738954T                                                                                                                                                  3
  86  1021  E1260379845T                                                                                                                                                  1
  87  1033  1E623097485T                                                                                                                                                  E
  88  1045  E1632904758T                                                                                                                                                  3
  89  1057  E6123097485T                                                                                                                                                  1
  90  1069  6E132904758T                                                                                                                                                  3
  91  1081  61E23097485T                                                                                                                                                  1
  92  1093  16E32904758T                                                                                                                                                  3
  93  1105  613E9240578T                                                                                                                                                  E
  94  1117  6319E425087T                                                                                                                                                  1
  95  1129  361E9240578T                                                                                                                                                  3
  96  1141  3169E425087T                                                                                                                                                  1
  97  1153  136E9240578T                                                                                                                                                  3
  98  1165  1639E425087T                                                                                                                                                  1
  99  1177  61934E52807T                                                                                                                                                  E
 100  1189  169435E8270T                                                                                                                                                  3
 101  1201  19634E52807T                                                                                                                                                  1
 102  1213  916435E8270T                                                                                                                                                  3
 103  1225  96134E52807T                                                                                                                                                  1
 104  1237  691435E8270T                                                                                                                                                  3
 105  1249  9641538E207T                                                                                                                                                  9
 106  1261  94651832E70T                                                                                                                                                  1
 107  1273  4961538E207T                                                                                                                                                  3
 108  1285  46951832E70T                                                                                                                                                  1
 109  1297  6491538E207T                                                                                                                                                  3
 110  1309  69451832E70T                                                                                                                                                  1
 111  1321  965481237E0T                                                                                                                                                  E
 112  1333  6958421730ET                                                                                                                                                  3
 113  1345  659481237E0T                                                                                                                                                  1
 114  1357  5698421730ET                                                                                                                                                  3
 115  1369  596481237E0T                                                                                                                                                  1
 116  1381  9568421730ET                                                                                                                                                  3
 117  1393  5986247103ET                                                                                                                                                  E
 118  1405  589267401E3T                                                                                                                                                  1
 119  1417  8596247103ET                                                                                                                                                  3
 120  1429  895267401E3T                                                                                                                                                  1
 121  1441  9856247103ET                                                                                                                                                  3
 122  1453  958267401E3T                                                                                                                                                  1
 123  1465  5928760413ET                                                                                                                                                  9
 124  1477  952780614E3T                                                                                                                                                  3
 125  1489  9258760413ET                                                                                                                                                  1
 126  1501  295780614E3T                                                                                                                                                  3
 127  1513  2598760413ET                                                                                                                                                  1
 128  1525  529780614E3T                                                                                                                                                  3
 129  1537  25790816E43T                                                                                                                                                  E
 130  1549  2750918E634T                                                                                                                                                  1
 131  1561  72590816E43T                                                                                                                                                  3
 132  1573  7520918E634T                                                                                                                                                  1
 133  1585  57290816E43T                                                                                                                                                  3
 134  1597  5270918E634T                                                                                                                                                  1
 135  1609  250719E8364T                                                                                                                                                  E
 136  1621  52017E93846T                                                                                                                                                  3
 137  1633  502719E8364T                                                                                                                                                  1
 138  1645  05217E93846T                                                                                                                                                  3
 139  1657  025719E8364T                                                                                                                                                  1
 140  1669  20517E93846T                                                                                                                                                  3
 141  1681  0215E739486T                                                                                                                                                  E
 142  1693  012E5374968T                                                                                                                                                  1
