Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2251.97,1990
2,2210,2221.74,2221.74,2464.26,2196.31
3,2520,2453.48,2453.48,2676.55,2402.62
4,2740,2685.22,2685.22,2888.85,2608.93
5,2950,2916.96,2916.96,3101.14,2815.24
6,3190,3148.7,3148.7,3313.43,3021.55
7,3440,3380.43,3380.43,3525.72,3227.86
8,3720,3612.17,3612.17,3738.02,3434.17
9,3970,3843.91,3843.91,3950.31,3640.48
10,4200,4075.65,4075.65,4162.6,3846.79
11,4390,4307.39,4307.39,4374.89,4053.1
12,4650,4539.13,4539.13,4587.19,4259.41
1,4880,4770.87,4770.87,4799.48,4465.72
2,5130,5002.61,5002.61,5011.77,4672.03
3,5290,5234.35,5234.35,5224.07,4878.34
4,5500,5466.09,5466.09,5436.36,5084.65
5,5740,5697.83,5697.83,5648.65,5290.96
6,5950,5929.57,5929.57,5860.94,5497.27
7,6140,6161.3,6161.3,6073.24,5703.58
8,6340,6393.04,6393.04,6285.53,5909.89
9,6540,6624.78,6624.78,6497.82,6116.2
10,6750,6856.52,6856.52,6710.11,6322.51
11,7090,7088.26,7088.26,6922.41,6528.82
12,7320,7320,7320,7134.7,6735.13
1,7710,7725.73,7745.04,7690.3,7147.75
2,7940,7935.29,7953.37,7902.59,7354.06
3,8130,8144.85,8161.69,8114.89,7560.37
4,8350,8354.4,8370.01,8327.18,7766.68
5,8550,8563.96,8578.34,8539.47,7972.99
6,8770,8773.52,8786.66,8751.76,8179.3
7,8970,8983.07,8994.99,8964.06,8385.61
8,9170,9192.63,9203.31,9176.35,8591.92
9,9380,9402.19,9411.63,9388.64,8798.23
10,9530,9611.74,9619.96,9600.93,9004.54
11,9770,9821.3,9828.28,9813.23,9210.85
12,10100,10030.9,10036.6,10025.5,9417.16
1,10240,10240.4,10244.9,10237.8,9623.47
2,10500,10450,10453.3,10450.1,9829.78
3,10660,10659.5,10661.6,10662.4,10036.1
4,10880,10869.1,10869.9,10874.7,10242.4
5,11140,11078.6,11078.2,11087,10448.7
6,11290,11288.2,11286.5,11299.3,10655
7,11490,11497.8,11494.9,11511.6,10861.3
8,11680,11707.3,11703.2,11723.9,11067.6
9,11880,11916.9,11911.5,11936.2,11273.9
10,12120,12126.4,12119.8,12148.4,11480.3
11,12340,12336,12328.2,12360.7,11686.6
12,12570,12545.5,12536.5,12573,11892.9
1,12950,12954.1,12952.6,12960.6,12305.5
2,13170,13162.5,13161.1,13168.4,12511.8
3,13350,13370.9,13369.7,13376.2,12718.1
4,13570,13579.3,13578.2,13584,12924.4
5,13770,13787.7,13786.7,13791.8,13130.7
6,13990,13996.2,13995.2,13999.6,13337
7,14200,14204.6,14203.7,14207.5,13543.4
8,14390,14413,14412.2,14415.3,13749.7
9,14630,14621.4,14620.7,14623.1,13956
10,14850,14829.9,14829.3,14830.9,14162.3
11,15030,15038.3,15037.8,15038.7,14368.6
12,15300,15246.7,15246.3,15246.5,14574.9
1,15490,15455.1,15454.8,15454.3,14781.2
2,15690,15663.6,15663.3,15662.1,14987.5
3,15890,15872,15871.8,15869.9,15193.8
4,16080,16080.4,16080.3,16077.8,15400.1
5,16300,16288.8,16288.8,16285.6,15606.5
6,16470,16497.3,16497.4,16493.4,15812.8
7,16660,16705.7,16705.9,16701.2,16019.1
8,16870,16914.1,16914.4,16909,16225.4
9,17080,17122.5,17122.9,17116.8,16431.7
10,17340,17331,17331.4,17324.6,16638
11,17560,17539.4,17539.9,17532.4,16844.3
12,17780,17747.8,17748.4,17740.2,17050.6
1,18220,18178.8,18175.3,18185.3,17463.2
2,18400,18386,18382.8,18392.1,17669.6
3,18580,18593.3,18590.3,18598.9,17875.9
4,18800,18800.6,18797.8,18805.8,18082.2
5,19010,19007.8,19005.3,19012.6,18288.5
6,19230,19215.1,19212.7,19219.4,18494.8
7,19420,19422.3,19420.2,19426.2,18701.1
8,19620,19629.6,19627.7,19633,18907.4
9,19820,19836.9,19835.2,19839.9,19113.7
10,20010,20044.1,20042.7,20046.7,19320
11,20180,20251.4,20250.1,20253.5,19526.3
12,20500,20458.7,20457.6,20460.3,19732.7
1,20700,20665.9,20665.1,20667.2,19939
2,20890,20873.2,20872.6,20874,20145.3
3,21110,21080.4,21080.1,21080.8,20351.6
4,21310,21287.7,21287.6,21287.6,20557.9
5,21490,21495,21495,21494.5,20764.2
6,21680,21702.2,21702.5,21701.3,20970.5
7,21930,21909.5,21910,21908.1,21176.8
8,22120,22116.8,22117.5,22114.9,21383.1
9,22340,22324,22325,22321.7,21589.4
10,22490,22531.3,22532.5,22528.6,21795.8
11,22730,22738.5,22739.9,22735.4,22002.1
12,22950,22945.8,22947.4,22942.2,22208.4
1,23380,23362.4,23354.6,23366.2,22621
2,23540,23568.8,23561.9,23572,22827.3
3,23770,23775.2,23769.2,23777.8,23033.6
4,23970,23981.6,23976.4,23983.6,23239.9
5,24170,24188,24183.7,24189.4,23446.2
6,24380,24394.3,24390.9,24395.2,23652.5
7,24620,24600.7,24598.2,24601,23858.9
8,24800,24807.1,24805.4,24806.8,24065.2
9,25000,25013.5,25012.7,25012.6,24271.5
10,25180,25219.9,25219.9,25218.4,24477.8
11,25390,25426.3,25427.2,25424.2,24684.1
12,25670,25632.7,25634.4,25630,24890.4
1,25870,25839,25841.7,25835.8,25096.7
2,26050,26045.4,26049,26041.6,25303
3,26260,26251.8,26256.2,26247.4,25509.3
4,26470,26458.2,26463.5,26453.2,25715.6
5,26680,26664.6,26670.7,26659,25922
6,26850,26871,26878,26864.8,26128.3
7,27050,27077.4,27085.2,27070.6,26334.6
8,27250,27283.7,27292.5,27276.4,26540.9
9,27470,27490.1,27499.7,27482.2,26747.2
10,27700,27696.5,27707,27688,26953.5
11,27950,27902.9,27914.2,27893.8,27159.8
12,28120,28109.3,28121.5,28099.6,27366.1
1,28560,28536.6,28523.4,28540.3,27778.7
2,28760,28741.6,28730.2,28745.1,27985.1
3,28950,28946.5,28937,28949.8,28191.4
4,29160,29151.5,29143.8,29154.6,28397.7
5,29340,29356.5,29350.7,29359.3,28604
6,29580,29561.5,29557.5,29564.1,28810.3
7,29760,29766.5,29764.3,29768.8,29016.6
8,29950,29971.4,29971.1,29973.6,29222.9
9,30180,30176.4,30177.9,30178.4,29429.2
10,30370,30381.4,30384.7,30383.1,29635.5
11,30590,30586.4,30591.5,30587.9,29841.8
12,30830,30791.4,30798.4,30792.6,30048.2
1,31020,30996.3,31005.2,30997.4,30254.5
2,31220,31201.3,31212,31202.1,30460.8
3,31410,31406.3,31418.8,31406.9,30667.1
4,31610,31611.3,31625.6,31611.6,30873.4
5,31790,31816.3,31832.4,31816.4,31079.7
6,31990,32021.2,32039.2,32021.2,31286
7,32200,32226.2,32246.1,32225.9,31492.3
8,32420,32431.2,32452.9,32430.7,31698.6
9,32610,32636.2,32659.7,32635.4,31904.9
10,32850,32841.2,32866.5,32840.2,32111.3
11,33070,33046.1,33073.3,33044.9,32317.6
12,33260,33251.1,33280.1,33249.7,32523.9
1,33690,33666.1,33663.6,33664.4,32936.5
2,33850,33870.3,33869.6,33868.5,33142.8
3,34030,34074.6,34075.5,34072.6,33349.1
4,34240,34278.8,34281.4,34276.7,33555.4
5,34480,34483.1,34487.4,34480.9,33761.7
6,34690,34687.3,34693.3,34685,33968
7,34880,34891.6,34899.2,34889.1,34174.4
8,35060,35095.8,35105.1,35093.2,34380.7
9,35290,35300.1,35311.1,35297.3,34587
10,35460,35504.3,35517,35501.4,34793.3
11,35720,35708.6,35722.9,35705.5,34999.6
12,35970,35912.8,35928.9,35909.6,35205.9
1,36140,36117.1,36134.8,36113.7,35412.2
2,36350,36321.3,36340.7,36317.8,35618.5
3,36550,36525.6,36546.7,36521.9,35824.8
