Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2255.94,1990
2,2230,2220,2220,2468.14,2194.81
3,2490,2450,2450,2680.34,2399.61
4,2750,2680,2680,2892.54,2604.42
5,2970,2910,2910,3104.74,2809.22
6,3170,3140,3140,3316.94,3014.03
7,3440,3370,3370,3529.14,3218.83
8,3720,3600,3600,3741.35,3423.64
9,3930,3830,3830,3953.55,3628.45
10,4190,4060,4060,4165.75,3833.25
11,4360,4290,4290,4377.95,4038.06
12,4740,4520,4520,4590.15,4242.86
1,4840,4750,4750,4802.35,4447.67
2,5090,4980,4980,5014.55,4652.47
3,5340,5210,5210,5226.75,4857.28
4,5560,5440,5440,5438.95,5062.09
5,5730,5670,5670,5651.15,5266.89
6,5940,5900,5900,5863.36,5471.7
7,6160,6130,6130,6075.56,5676.5
8,6360,6360,6360,6287.76,5881.31
9,6560,6590,6590,6499.96,6086.11
10,6800,6820,6820,6712.16,6290.92
11,7070,7050,7050,6924.36,6495.73
12,7280,7280,7280,7136.56,6700.53
1,7690,7697.64,7711.77,7680.11,7110.14
2,7900,7908.57,7921.8,7892.31,7314.95
3,8090,8119.5,8131.83,8104.51,7519.75
4,8300,8330.43,8341.85,8316.71,7724.56
5,8510,8541.36,8551.88,8528.91,7929.36
6,8720,8752.29,8761.91,8741.11,8134.17
7,8950,8963.22,8971.93,8953.31,8338.98
8,9180,9174.15,9181.96,9165.51,8543.78
9,9370,9385.08,9391.99,9377.71,8748.59
10,9590,9596,9602.02,9589.91,8953.39
11,9850,9806.93,9812.04,9802.12,9158.2
12,10110,10017.9,10022.1,10014.3,9363
1,10230,10228.8,10232.1,10226.5,9567.81
2,10480,10439.7,10442.1,10438.7,9772.62
3,10690,10650.6,10652.1,10650.9,9977.42
4,10900,10861.6,10862.2,10863.1,10182.2
5,11050,11072.5,11072.2,11075.3,10387
6,11230,11283.4,11282.2,11287.5,10591.8
7,11440,11494.4,11492.3,11499.7,10796.6
8,11660,11705.3,11702.3,11711.9,11001.5
9,11860,11916.2,11912.3,11924.1,11206.3
10,12100,12127.2,12122.3,12136.3,11411.1
11,12410,12338.1,12332.4,12348.5,11615.9
12,12580,12549,12542.4,12560.7,11820.7
1,12980,12982,12973.7,12979.5,12230.3
2,13200,13189.3,13181.5,13187,12435.1
3,13400,13396.5,13389.4,13394.6,12639.9
4,13610,13603.8,13597.2,13602.1,12844.7
5,13800,13811.1,13805,13809.7,13049.5
6,13980,14018.4,14012.8,14017.2,13254.3
7,14210,14225.7,14220.6,14224.8,13459.1
8,14430,14432.9,14428.4,14432.3,13663.9
9,14610,14640.2,14636.2,14639.8,13868.7
10,14850,14847.5,14844,14847.4,14073.5
11,15070,15054.8,15051.8,15054.9,14278.3
12,15370,15262.1,15259.6,15262.5,14483.1
1,15470,15469.4,15467.4,15470,14688
2,15700,15676.6,15675.2,15677.6,14892.8
3,15920,15883.9,15883,15885.1,15097.6
4,16120,16091.2,16090.8,16092.7,15302.4
5,16310,16298.5,16298.6,16300.2,15507.2
6,16450,16505.8,16506.5,16507.7,15712
7,16660,16713,16714.3,16715.3,15916.8
8,16900,16920.3,16922.1,16922.8,16121.6
9,17100,17127.6,17129.9,17130.4,16326.4
10,17310,17334.9,17337.7,17337.9,16531.2
11,17540,17542.2,17545.5,17545.5,16736
12,17800,17749.5,17753.3,17753,16940.8
1,18250,18190,18181.1,18195.8,17350.4
2,18430,18395.7,18387.4,18401.1,17555.2
3,18620,18601.4,18593.7,18606.3,17760
4,18810,18807.1,18800,18811.6,17964.8
5,19000,19012.8,19006.2,19016.8,18169.6
6,19200,19218.5,19212.5,19222.1,18374.5
7,19420,19424.2,19418.8,19427.3,18579.3
8,19620,19629.9,19625.1,19632.6,18784.1
9,19790,19835.7,19831.3,19837.9,18988.9
10,20020,20041.4,20037.6,20043.1,19193.7
11,20180,20247.1,20243.9,20248.4,19398.5
12,20470,20452.8,20450.2,20453.6,19603.3
1,20650,20658.5,20656.4,20658.9,19808.1
2,20890,20864.2,20862.7,20864.1,20012.9
3,21120,21069.9,21069,21069.4,20217.7
4,21310,21275.6,21275.3,21274.6,20422.5
5,21430,21481.3,21481.5,21479.9,20627.3
6,21640,21687.1,21687.8,21685.2,20832.1
7,21870,21892.8,21894.1,21890.4,21036.9
8,22110,22098.5,22100.4,22095.7,21241.7
9,22300,22304.2,22306.6,22300.9,21446.5
10,22510,22509.9,22512.9,22506.2,21651.3
11,22760,22715.6,22719.2,22711.4,21856.2
12,22950,22921.3,22925.5,22916.7,22061
1,23330,23342.6,23326.4,23333,22470.6
