Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2164.07,1990
2,2220,2215.65,2215.65,2376.32,2194.97
3,2450,2441.3,2441.3,2588.58,2399.93
4,2670,2666.96,2666.96,2800.83,2604.9
5,2870,2892.61,2892.61,3013.09,2809.87
6,3100,3118.26,3118.26,3225.34,3014.83
7,3320,3343.91,3343.91,3437.6,3219.8
8,3540,3569.57,3569.57,3649.85,3424.76
9,3760,3795.22,3795.22,3862.11,3629.73
10,3970,4020.87,4020.87,4074.36,3834.7
11,4210,4246.52,4246.52,4286.62,4039.66
12,4600,4472.17,4472.17,4498.87,4244.63
1,4780,4697.83,4697.83,4711.13,4449.6
2,5020,4923.48,4923.48,4923.38,4654.56
3,5230,5149.13,5149.13,5135.64,4859.53
4,5460,5374.78,5374.78,5347.89,5064.5
5,5650,5600.43,5600.43,5560.15,5269.46
6,5840,5826.09,5826.09,5772.4,5474.43
7,6110,6051.74,6051.74,5984.66,5679.4
8,6300,6277.39,6277.39,6196.91,5884.36
9,6560,6503.04,6503.04,6409.17,6089.33
10,6700,6728.7,6728.7,6621.42,6294.29
11,6990,6954.35,6954.35,6833.68,6499.26
12,7180,7180,7180,7045.93,6704.23
1,7640,7624.24,7626.47,7613.23,7114.16
2,7860,7835.58,7837.67,7825.49,7319.13
3,8050,8046.92,8048.86,8037.74,7524.09
4,8260,8258.26,8260.06,8250,7729.06
5,8450,8469.6,8471.26,8462.25,7934.03
6,8670,8680.94,8682.46,8674.51,8138.99
7,8860,8892.28,8893.65,8886.76,8343.96
8,9070,9103.62,9104.85,9099.02,8548.92
9,9290,9314.96,9316.05,9311.27,8753.89
10,9480,9526.3,9527.24,9523.53,8958.86
11,9700,9737.64,9738.44,9735.78,9163.82
12,10000,9948.98,9949.64,9948.04,9368.79
1,10210,10160.3,10160.8,10160.3,9573.76
2,10430,10371.7,10372,10372.5,9778.72
3,10610,10583,10583.2,10584.8,9983.69
4,10820,10794.3,10794.4,10797.1,10188.7
5,11010,11005.7,11005.6,11009.3,10393.6
6,11200,11217,11216.8,11221.6,10598.6
7,11420,11428.4,11428,11433.8,10803.6
8,11630,11639.7,11639.2,11646.1,11008.5
9,11820,11851,11850.4,11858.3,11213.5
10,12060,12062.4,12061.6,12070.6,11418.5
11,12280,12273.7,12272.8,12282.8,11623.4
12,12480,12485,12484,12495.1,11828.4
1,12940,12910.8,12905.9,12896.5,12238.3
2,13160,13116.7,13112.1,13103.5,12443.3
3,13320,13322.5,13318.3,13310.5,12648.3
