Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,1969.51,1990
2,2170,2256,2256,2230.07,2252.15
3,2480,2522,2522,2490.64,2514.29
4,2720,2788,2788,2751.2,2776.44
5,2910,3054,3054,3011.77,3038.58
6,3190,3320,3320,3272.34,3300.73
7,3450,3586,3586,3532.9,3562.88
8,3800,3852,3852,3793.47,3825.02
1,3960,4118,4118,4054.03,4087.17
2,4360,4384,4384,4314.6,4349.31
3,4580,4650,4650,4575.16,4611.46
4,4910,4916,4916,4835.73,4873.61
5,5190,5182,5182,5096.3,5135.75
6,5390,5448,5448,5356.86,5397.9
7,5700,5714,5714,5617.43,5660.04
8,5980,5980,5980,5877.99,5922.19
1,6380,6427.77,6450.49,6442.01,6446.48
2,6690,6691.22,6711.73,6702.57,6708.63
3,6940,6954.66,6972.98,6963.14,6970.77
4,7170,7218.11,7234.22,7223.7,7232.92
5,7390,7481.55,7495.46,7484.27,7495.07
6,7680,7745,7756.71,7744.84,7757.21
7,7970,8008.45,8017.95,8005.4,8019.36
8,8450,8271.89,8279.19,8265.97,8281.5
1,8560,8535.34,8540.44,8526.53,8543.65
2,8830,8798.78,8801.68,8787.1,8805.8
3,9060,9062.23,9062.92,9047.66,9067.94
4,9370,9325.68,9324.17,9308.23,9330.09
5,9570,9589.12,9585.41,9568.8,9592.23
6,9790,9852.57,9846.65,9829.36,9854.38
7,10090,10116,10107.9,10089.9,10116.5
8,10400,10379.5,10369.1,10350.5,10378.7
1,10820,10825.8,10851.7,10833.5,10903
2,11110,11083.5,11106.9,11090.1,11165.1
3,11370,11341.3,11362.2,11346.6,11427.3
4,11630,11599.1,11617.5,11603.1,11689.4
5,11810,11856.9,11872.8,11859.7,11951.5
6,12090,12114.7,12128.1,12116.2,12213.7
7,12370,12372.5,12383.3,12372.7,12475.8
8,12660,12630.3,12638.6,12629.2,12738
1,12820,12888.1,12893.9,12885.8,13000.1
2,13140,13145.9,13149.2,13142.3,13262.3
3,13360,13403.7,13404.5,13398.8,13524.4
4,13630,13661.5,13659.8,13655.3,13786.6
5,13900,13919.3,13915,13911.9,14048.7
6,14180,14177.1,14170.3,14168.4,14310.9
7,14470,14434.9,14425.6,14424.9,14573
8,14760,14692.7,14680.9,14681.5,14835.2
1,15170,15150.7,15170.3,15181.7,15359.4
