Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2289.03,1990
2,2270,2223.91,2223.91,2506.9,2197.96
3,2530,2457.83,2457.83,2724.77,2405.92
4,2800,2691.74,2691.74,2942.65,2613.89
5,3000,2925.65,2925.65,3160.52,2821.85
6,3230,3159.57,3159.57,3378.4,3029.81
7,3490,3393.48,3393.48,3596.27,3237.77
8,3780,3627.39,3627.39,3814.15,3445.73
9,4000,3861.3,3861.3,4032.02,3653.7
10,4270,4095.22,4095.22,4249.9,3861.66
11,4470,4329.13,4329.13,4467.77,4069.62
12,4790,4563.04,4563.04,4685.65,4277.58
1,5020,4796.96,4796.96,4903.52,4485.54
2,5290,5030.87,5030.87,5121.4,4693.51
3,5470,5264.78,5264.78,5339.27,4901.47
4,5760,5498.7,5498.7,5557.14,5109.43
5,5990,5732.61,5732.61,5775.02,5317.39
6,6200,5966.52,5966.52,5992.89,5525.35
8,6280,6200.43,6200.43,6210.77,5733.32
7,6340,6434.35,6434.35,6428.64,5941.28
9,6720,6668.26,6668.26,6646.52,6149.24
10,6870,6902.17,6902.17,6864.39,6357.2
11,7140,7136.09,7136.09,7082.27,6565.16
12,7370,7370,7370,7300.14,6773.13
1,7900,7886.2,7869.57,7835.69,7189.05
2,8130,8099.39,8083.82,8053.57,7397.01
3,8310,8312.58,8298.07,8271.44,7604.97
4,8580,8525.77,8512.33,8489.32,7812.93
5,8740,8738.97,8726.58,8707.19,8020.9
6,8990,8952.16,8940.84,8925.06,8228.86
7,9210,9165.35,9155.09,9142.94,8436.82
8,9430,9378.54,9369.34,9360.81,8644.78
9,9640,9591.73,9583.6,9578.69,8852.74
10,9790,9804.93,9797.85,9796.56,9060.71
11,10050,10018.1,10012.1,10014.4,9268.67
12,10270,10231.3,10226.4,10232.3,9476.63
1,10330,10444.5,10440.6,10450.2,9684.59
2,10520,10657.7,10654.9,10668.1,9892.55
3,10790,10870.9,10869.1,10885.9,10100.5
4,11030,11084.1,11083.4,11103.8,10308.5
5,11300,11297.3,11297.6,11321.7,10516.4
6,11490,11510.5,11511.9,11539.6,10724.4
7,11710,11723.7,11726.1,11757.4,10932.4
8,11970,11936.8,11940.4,11975.3,11140.3
9,12180,12150,12154.6,12193.2,11348.3
10,12330,12363.2,12368.9,12411.1,11556.3
11,12600,12576.4,12583.2,12628.9,11764.2
12,12900,12789.6,12797.4,12846.8,11972.2
1,13240,13241.2,13226.2,13225.6,12388.1
2,13480,13454,13439.9,13439.4,12596.1
3,13630,13666.8,13653.7,13653.3,12804
4,13870,13879.6,13867.5,13867.1,13012
5,14070,14092.5,14081.2,14080.9,13219.9
6,14290,14305.3,14295,14294.7,13427.9
7,14470,14518.1,14508.8,14508.6,13635.9
8,14710,14730.9,14722.6,14722.4,13843.8
9,14920,14943.7,14936.3,14936.2,14051.8
10,15090,15156.5,15150.1,15150,14259.8
11,15340,15369.3,15363.9,15363.8,14467.7
12,15640,15582.1,15577.6,15577.7,14675.7
1,15820,15794.9,15791.4,15791.5,14883.6
2,16040,16007.7,16005.2,16005.3,15091.6
3,16260,16220.5,16218.9,16219.1,15299.6
4,16490,16433.3,16432.7,16433,15507.5
5,16580,16646.2,16646.5,16646.8,15715.5
6,16850,16859,16860.2,16860.6,15923.5
7,17090,17071.8,17074,17074.4,16131.4
8,17330,17284.6,17287.8,17288.3,16339.4
9,17520,17497.4,17501.6,17502.1,16547.3
10,17650,17710.2,17715.3,17715.9,16755.3
11,17890,17923,17929.1,17929.7,16963.3
12,18160,18135.8,18142.9,18143.6,17171.2
1,18610,18609,18592.3,18584.2,17587.1
2,18840,18819.3,18803.7,18796.7,17795.1
3,19020,19029.7,19015.1,19009.3,18003.1
4,19230,19240,19226.5,19221.9,18211
5,19480,19450.4,19437.9,19434.5,18419
6,19670,19660.7,19649.3,19647,18627
7,19860,19871,19860.7,19859.6,18834.9
8,20070,20081.4,20072.1,20072.2,19042.9
9,20280,20291.7,20283.5,20284.7,19250.8
10,20460,20502.1,20494.9,20497.3,19458.8
11,20680,20712.4,20706.4,20709.9,19666.8
12,20960,20922.7,20917.8,20922.5,19874.7
1,21140,21133.1,21129.2,21135,20082.7
2,21370,21343.4,21340.6,21347.6,20290.7
3,21590,21553.8,21552,21560.2,20498.6
4,21790,21764.1,21763.4,21772.8,20706.6
5,22000,21974.5,21974.8,21985.3,20914.5
6,22200,22184.8,22186.2,22197.9,21122.5
7,22370,22395.1,22397.6,22410.5,21330.5
8,22580,22605.5,22609,22623,21538.4
9,22800,22815.8,22820.5,22835.6,21746.4
10,22980,23026.2,23031.9,23048.2,21954.3
11,23230,23236.5,23243.3,23260.8,22162.3
12,23480,23446.8,23454.7,23473.3,22370.3
1,23900,23904.6,23877.7,23877.2,22786.2
2,24110,24114,24089.1,24088.7,22994.2
3,24290,24323.5,24300.5,24300.2,23202.1
4,24500,24533,24511.8,24511.7,23410.1
5,24760,24742.4,24723.2,24723.2,23618
6,24950,24951.9,24934.6,24934.7,23826
7,25160,25161.3,25146,25146.3,24034
8,25360,25370.8,25357.3,25357.8,24241.9
9,25550,25580.2,25568.7,25569.3,24449.9
10,25730,25789.7,25780.1,25780.8,24657.9
11,25960,25999.1,25991.5,25992.3,24865.8
12,26250,26208.6,26202.8,26203.8,25073.8
1,26440,26418,26414.2,26415.3,25281.7
2,26650,26627.5,26625.6,26626.9,25489.7
3,26870,26836.9,26837,26838.4,25697.7
4,27110,27046.4,27048.3,27049.9,25905.6
5,27250,27255.9,27259.7,27261.4,26113.6
6,27460,27465.3,27471.1,27472.9,26321.5
7,27640,27674.8,27682.5,27684.4,26529.5
8,27860,27884.2,27893.9,27895.9,26737.5
9,28090,28093.7,28105.2,28107.5,26945.4
10,28260,28303.1,28316.6,28319,27153.4
11,28490,28512.6,28528,28530.5,27361.4
12,28790,28722,28739.4,28742,27569.3
1,29210,29189.2,29165.7,29179.3,27985.2
2,29430,29398.9,29377.2,29389.9,28193.2
3,29610,29608.7,29588.6,29600.5,28401.2
4,29810,29818.4,29800,29811,28609.1
5,30000,30028.2,30011.4,30021.6,28817.1
6,30220,30238,30222.9,30232.2,29025.1
7,30430,30447.7,30434.3,30442.7,29233
8,30650,30657.5,30645.7,30653.3,29441
9,30850,30867.2,30857.1,30863.9,29648.9
10,31020,31077,31068.6,31074.4,29856.9
11,31220,31286.8,31280,31285,30064.9
12,31500,31496.5,31491.4,31495.6,30272.8
1,31730,31706.3,31702.9,31706.1,30480.8
