Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2288.72,1990
2,2250,2225.22,2225.22,2504.41,2199.01
3,2470,2460.43,2460.43,2720.1,2408.02
4,2740,2695.65,2695.65,2935.79,2617.03
5,2960,2930.87,2930.87,3151.48,2826.04
6,3230,3166.09,3166.09,3367.18,3035.05
7,3450,3401.3,3401.3,3582.87,3244.07
8,3690,3636.52,3636.52,3798.56,3453.08
9,4040,3871.74,3871.74,4014.25,3662.09
10,4200,4106.96,4106.96,4229.94,3871.1
11,4380,4342.17,4342.17,4445.63,4080.11
12,4750,4577.39,4577.39,4661.32,4289.12
1,4970,4812.61,4812.61,4877.01,4498.13
2,5230,5047.83,5047.83,5092.7,4707.14
3,5290,5283.04,5283.04,5308.39,4916.15
4,5740,5518.26,5518.26,5524.09,5125.16
5,5890,5753.48,5753.48,5739.78,5334.17
6,6070,5988.7,5988.7,5955.47,5543.18
7,6350,6223.91,6223.91,6171.16,5752.2
8,6560,6459.13,6459.13,6386.85,5961.21
9,6750,6694.35,6694.35,6602.54,6170.22
10,6940,6929.57,6929.57,6818.23,6379.23
11,7120,7164.78,7164.78,7033.92,6588.24
12,7400,7400,7400,7249.61,6797.25
1,7780,7820.33,7837.05,7789.14,7215.27
2,8050,8033.61,8049.26,8004.83,7424.28
3,8230,8246.88,8261.47,8220.52,7633.29
4,8480,8460.16,8473.68,8436.21,7842.3
5,8620,8673.44,8685.89,8651.9,8051.32
6,8870,8886.72,8898.1,8867.59,8260.33
7,9100,9100,9110.31,9083.28,8469.34
8,9330,9313.28,9322.52,9298.97,8678.35
9,9540,9526.55,9534.73,9514.66,8887.36
10,9730,9739.83,9746.94,9730.36,9096.37
11,9920,9953.11,9959.16,9946.05,9305.38
12,10170,10166.4,10171.4,10161.7,9514.39
1,10390,10379.7,10383.6,10377.4,9723.4
2,10630,10592.9,10595.8,10593.1,9932.41
3,10810,10806.2,10808,10808.8,10141.4
4,11030,11019.5,11020.2,11024.5,10350.4
5,11180,11232.8,11232.4,11240.2,10559.4
6,11420,11446.1,11444.6,11455.9,10768.5
7,11630,11659.3,11656.8,11671.6,10977.5
8,11860,11872.6,11869,11887.3,11186.5
9,12130,12085.9,12081.3,12103,11395.5
10,12310,12299.2,12293.5,12318.6,11604.5
11,12540,12512.4,12505.7,12534.3,11813.5
12,12720,12725.7,12717.9,12750,12022.5
1,13170,13165.7,13156,13145.4,12440.5
2,13470,13374.8,13365.7,13356.3,12649.6
3,13580,13583.9,13575.4,13567.2,12858.6
4,13790,13792.9,13785.1,13778.1,13067.6
5,13970,14002,13994.8,13989,13276.6
6,14170,14211.1,14204.5,14199.9,13485.6
7,14410,14420.2,14414.2,14410.8,13694.6
8,14600,14629.2,14623.9,14621.8,13903.6
9,14820,14838.3,14833.6,14832.7,14112.6
10,14990,15047.4,15043.3,15043.6,14321.6
11,15190,15256.5,15253,15254.5,14530.7
12,15470,15465.6,15462.7,15465.4,14739.7
1,15700,15674.6,15672.4,15676.3,14948.7
2,15940,15883.7,15882.1,15887.2,15157.7
3,16190,16092.8,16091.7,16098.1,15366.7
4,16370,16301.9,16301.4,16309,15575.7
5,16520,16510.9,16511.1,16519.9,15784.7
6,16730,16720,16720.8,16730.8,15993.7
7,16960,16929.1,16930.5,16941.7,16202.7
8,17110,17138.2,17140.2,17152.6,16411.7
9,17320,17347.2,17349.9,17363.5,16620.8
10,17530,17556.3,17559.6,17574.4,16829.8
11,17720,17765.4,17769.3,17785.4,17038.8
12,17980,17974.5,17979,17996.3,17247.8
1,18420,18429.8,18417.1,18417.2,17665.8
2,18630,18638.5,18626.7,18627.2,17874.8
3,18850,18847.3,18836.3,18837.1,18083.8
4,19050,19056,19045.8,19047.1,18292.8
5,19300,19264.8,19255.4,19257,18501.9
6,19520,19473.6,19465,19467,18710.9
7,19700,19682.3,19674.5,19676.9,18919.9
8,19890,19891.1,19884.1,19886.9,19128.9
9,20110,20099.8,20093.7,20096.8,19337.9
10,20270,20308.6,20303.2,20306.8,19546.9
11,20470,20517.4,20512.8,20516.7,19755.9
12,20710,20726.1,20722.4,20726.7,19964.9
