Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2139.32,1990
2,2140,2206.09,2206.09,2345.54,2187.96
3,2430,2422.17,2422.17,2551.76,2385.92
4,2670,2638.26,2638.26,2757.98,2583.87
5,2870,2854.35,2854.35,2964.19,2781.83
6,3100,3070.43,3070.43,3170.41,2979.79
7,3310,3286.52,3286.52,3376.63,3177.75
8,3520,3502.61,3502.61,3582.85,3375.71
9,3790,3718.7,3718.7,3789.07,3573.67
10,4010,3934.78,3934.78,3995.29,3771.62
11,4150,4150.87,4150.87,4201.51,3969.58
12,4430,4366.96,4366.96,4407.72,4167.54
1,4730,4583.04,4583.04,4613.94,4365.5
2,4790,4799.13,4799.13,4820.16,4563.46
3,5070,5015.22,5015.22,5026.38,4761.41
4,5310,5231.3,5231.3,5232.6,4959.37
5,5490,5447.39,5447.39,5438.82,5157.33
6,5710,5663.48,5663.48,5645.04,5355.29
7,5940,5879.57,5879.57,5851.25,5553.25
8,6150,6095.65,6095.65,6057.47,5751.21
9,6340,6311.74,6311.74,6263.69,5949.16
10,6590,6527.83,6527.83,6469.91,6147.12
11,6770,6743.91,6743.91,6676.13,6345.08
12,6960,6960,6960,6882.35,6543.04
1,7430,7416.31,7407.98,7386.4,6938.95
2,7620,7619.78,7611.99,7592.62,7136.91
3,7830,7823.25,7815.99,7798.84,7334.87
4,8050,8026.73,8020,8005.06,7532.83
5,8240,8230.2,8224,8211.28,7730.79
6,8440,8433.67,8428.01,8417.5,7928.75
7,8640,8637.15,8632.01,8623.71,8126.7
8,8820,8840.62,8836.01,8829.93,8324.66
9,9020,9044.09,9040.02,9036.15,8522.62
10,9240,9247.56,9244.02,9242.37,8720.58
11,9420,9451.04,9448.03,9448.59,8918.54
12,9650,9654.51,9652.03,9654.81,9116.5
1,9860,9857.98,9856.04,9861.03,9314.45
2,10100,10061.5,10060,10067.2,9512.41
3,10280,10264.9,10264,10273.5,9710.37
4,10530,10468.4,10468.1,10479.7,9908.33
5,10700,10671.9,10672.1,10685.9,10106.3
6,10870,10875.3,10876.1,10892.1,10304.2
7,11070,11078.8,11080.1,11098.3,10502.2
8,11250,11282.3,11284.1,11304.6,10700.2
9,11470,11485.8,11488.1,11510.8,10898.1
10,11680,11689.2,11692.1,11717,11096.1
11,11870,11892.7,11896.1,11923.2,11294
12,12110,12096.2,12100.1,12129.4,11492
1,12550,12548.2,12529,12520.4,11887.9
