Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2211.18,1990
2,2210,2217.39,2217.39,2422.57,2187.41
3,2450,2444.78,2444.78,2633.95,2384.82
4,2690,2672.17,2672.17,2845.33,2582.22
5,2900,2899.57,2899.57,3056.71,2779.63
6,3220,3126.96,3126.96,3268.1,2977.04
7,3400,3354.35,3354.35,3479.48,3174.45
8,3640,3581.74,3581.74,3690.86,3371.85
9,3890,3809.13,3809.13,3902.24,3569.26
10,4140,4036.52,4036.52,4113.63,3766.67
11,4310,4263.91,4263.91,4325.01,3964.08
12,4630,4491.3,4491.3,4536.39,4161.48
1,4860,4718.7,4718.7,4747.77,4358.89
2,5070,4946.09,4946.09,4959.16,4556.3
3,5300,5173.48,5173.48,5170.54,4753.71
4,5510,5400.87,5400.87,5381.92,4951.11
5,5680,5628.26,5628.26,5593.31,5148.52
6,5930,5855.65,5855.65,5804.69,5345.93
7,6020,6083.04,6083.04,6016.07,5543.34
8,6270,6310.43,6310.43,6227.45,5740.74
9,6470,6537.83,6537.83,6438.84,5938.15
10,6680,6765.22,6765.22,6650.22,6135.56
11,6930,6992.61,6992.61,6861.6,6332.97
12,7220,7220,7220,7072.98,6530.37
1,7700,7673.39,7673.6,7601.18,6925.19
2,7910,7878.5,7878.7,7812.57,7122.6
3,8070,8083.61,8083.8,8023.95,7320.01
4,8300,8288.72,8288.89,8235.33,7517.41
5,8450,8493.83,8493.99,8446.71,7714.82
6,8700,8698.94,8699.09,8658.1,7912.23
7,8880,8904.06,8904.19,8869.48,8109.64
8,9130,9109.17,9109.28,9080.86,8307.04
9,9310,9314.28,9314.38,9292.24,8504.45
10,9490,9519.39,9519.48,9503.63,8701.86
11,9620,9724.5,9724.58,9715.01,8899.27
12,9920,9929.61,9929.68,9926.39,9096.67
1,10120,10134.7,10134.8,10137.8,9294.08
2,10370,10339.8,10339.9,10349.2,9491.49
3,10590,10544.9,10545,10560.5,9688.9
4,10840,10750.1,10750.1,10771.9,9886.3
5,10970,10955.2,10955.2,10983.3,10083.7
6,11190,11160.3,11160.3,11194.7,10281.1
7,11410,11365.4,11365.4,11406.1,10478.5
8,11580,11570.5,11570.5,11617.5,10675.9
9,11740,11775.6,11775.6,11828.8,10873.3
10,11960,11980.7,11980.7,12040.2,11070.7
11,12140,12185.8,12185.8,12251.6,11268.2
