Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2052.41,1990
2,2190,2254,2254,2308.67,2249.84
3,2440,2518,2518,2564.93,2509.69
4,2820,2782,2782,2821.2,2769.53
5,3000,3046,3046,3077.46,3029.38
6,3270,3310,3310,3333.72,3289.22
7,3530,3574,3574,3589.98,3549.06
8,3800,3838,3838,3846.24,3808.91
1,4200,4102,4102,4102.51,4068.75
2,4450,4366,4366,4358.77,4328.6
3,4690,4630,4630,4615.03,4588.44
4,5010,4894,4894,4871.29,4848.29
5,5210,5158,5158,5127.55,5108.13
6,5380,5422,5422,5383.82,5367.97
7,5660,5686,5686,5640.08,5627.82
8,5950,5950,5950,5896.34,5887.66
1,6420,6443.16,6452.39,6440.54,6407.35
2,6710,6699.48,6707.81,6696.8,6667.19
3,6940,6955.79,6963.23,6953.06,6927.04
4,7240,7212.11,7218.66,7209.32,7186.88
5,7460,7468.43,7474.08,7465.58,7446.73
6,7700,7724.74,7729.5,7721.85,7706.57
7,7940,7981.06,7984.92,7978.11,7966.42
8,8280,8237.38,8240.34,8234.37,8226.26
1,8450,8493.69,8495.77,8490.63,8486.1
2,8760,8750.01,8751.19,8746.89,8745.95
3,9000,9006.33,9006.61,9003.15,9005.79
4,9270,9262.64,9262.03,9259.42,9265.64
5,9530,9518.96,9517.45,9515.68,9525.48
6,9750,9775.28,9772.87,9771.94,9785.32
7,10030,10031.6,10028.3,10028.2,10045.2
8,10320,10287.9,10283.7,10284.5,10305
1,10780,10786.9,10789.9,10783.4,10824.7
2,11050,11039.8,11042.6,11036.8,11084.5
3,11300,11292.8,11295.2,11290.2,11344.4
4,11600,11545.7,11547.8,11543.6,11604.2
5,11780,11798.6,11800.5,11796.9,11864.1
6,12020,12051.6,12053.1,12050.3,12123.9
7,12260,12304.5,12305.8,12303.7,12383.8
8,12540,12557.5,12558.4,12557.1,12643.6
1,12810,12810.4,12811.1,12810.4,12903.5
2,13080,13063.3,13063.7,13063.8,13163.3
3,13340,13316.3,13316.3,13317.2,13423.1
4,13580,13569.2,13569,13570.6,13683
5,13860,13822.1,13821.6,13823.9,13942.8
6,14020,14075.1,14074.3,14077.3,14202.7
7,14310,14328,14326.9,14330.7,14462.5
