Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2084.29,1990
2,2230,2263.33,2263.33,2340.72,2242.08
3,2470,2536.67,2536.67,2597.15,2494.17
4,2770,2810,2810,2853.57,2746.25
5,2970,3083.33,3083.33,3110,2998.34
6,3280,3356.67,3356.67,3366.43,3250.42
7,3560,3630,3630,3622.86,3502.5
8,3810,3903.33,3903.33,3879.29,3754.59
1,4100,4176.67,4176.67,4135.71,4006.67
2,4410,4450,4450,4392.14,4258.76
3,4810,4723.33,4723.33,4648.57,4510.84
4,5040,4996.67,4996.67,4905,4762.92
5,5280,5270,5270,5161.43,5015.01
6,5510,5543.33,5543.33,5417.85,5267.09
7,5800,5816.67,5816.67,5674.28,5519.18
8,6090,6090,6090,5930.71,5771.26
1,6530,6546.87,6570.7,6527.41,6275.43
2,6810,6801.75,6823.26,6783.84,6527.51
3,7030,7056.62,7075.83,7040.27,6779.6
4,7320,7311.5,7328.4,7296.7,7031.68
5,7530,7566.38,7580.97,7553.13,7283.76
6,7780,7821.26,7833.53,7809.55,7535.85
7,8040,8076.13,8086.1,8065.98,7787.93
8,8330,8331.01,8338.67,8322.41,8040.02
1,8570,8585.89,8591.24,8578.84,8292.1
2,8850,8840.77,8843.8,8835.27,8544.18
3,9090,9095.65,9096.37,9091.7,8796.27
4,9340,9350.52,9348.94,9348.12,9048.35
5,9590,9605.4,9601.51,9604.55,9300.44
6,9800,9860.28,9854.07,9860.98,9552.52
7,10110,10115.2,10106.6,10117.4,9804.6
8,10490,10370,10359.2,10373.8,10056.7
1,10910,10858.4,10863,10864.8,10560.9
2,11150,11107.6,11111.8,11113.3,10812.9
3,11340,11356.9,11360.6,11361.9,11065
4,11590,11606.1,11609.4,11610.4,11317.1
5,11800,11855.4,11858.2,11858.9,11569.2
6,12060,12104.6,12107,12107.4,11821.3
7,12350,12353.9,12355.8,12356,12073.4
8,12630,12603.1,12604.6,12604.5,12325.4
1,12870,12852.4,12853.4,12853,12577.5
2,13120,13101.6,13102.2,13101.5,12829.6
3,13360,13350.9,13351,13350.1,13081.7
4,13600,13600.1,13599.8,13598.6,13333.8
5,13850,13849.4,13848.6,13847.1,13585.9
6,14050,14098.6,14097.4,14095.6,13837.9
7,14340,14347.9,14346.2,14344.2,14090
8,14640,14597.1,14595,14592.7,14342.1
1,15110,15072.1,15079.1,15061.5,14846.3
2,15350,15316.4,15322.7,15307.1,15098.4
3,15590,15560.6,15566.3,15552.6,15350.5
4,15800,15804.9,15809.9,15798.2,15602.5
5,15970,16049.2,16053.5,16043.7,15854.6
6,16240,16293.4,16297.1,16289.3,16106.7
7,16510,16537.7,16540.7,16534.8,16358.8
8,16790,16782,16784.2,16780.4,16610.9
1,16990,17026.2,17027.8,17025.9,16863
2,17300,17270.5,17271.4,17271.4,17115
3,17550,17514.8,17515,17517,17367.1
4,17750,17759.1,17758.6,17762.5,17619.2
5,18010,18003.3,18002.2,18008.1,17871.3
6,18200,18247.6,18245.7,18253.6,18123.4
7,18510,18491.9,18489.3,18499.2,18375.5
8,18780,18736.1,18732.9,18744.7,18627.5
1,19250,19230.3,19235.2,19229.1,19131.7
2,19500,19476.2,19479.3,19475.9,19383.8
3,19740,19722.1,19723.3,19722.7,19635.9
4,20010,19968.1,19967.3,19969.5,19888
5,20180,20214,20211.4,20216.3,20140
6,20440,20459.9,20455.4,20463,20392.1
7,20730,20705.9,20699.4,20709.8,20644.2
8,20970,20951.8,20943.4,20956.6,20896.3
1,21160,21197.7,21187.5,21203.4,21148.4
2,21470,21443.7,21431.5,21450.2,21400.5
3,21700,21689.6,21675.5,21697,21652.6
4,21940,21935.5,21919.6,21943.7,21904.6
5,22180,22181.4,22163.6,22190.5,22156.7
6,22390,22427.4,22407.6,22437.3,22408.8
7,22670,22673.3,22651.7,22684.1,22660.9
8,22950,22919.2,22895.7,22930.9,22913
1,23470,23424.2,23421.5,23432.9,23417.1
2,23720,23672.8,23666.6,23681.3,23669.2
3,23980,23921.3,23911.8,23929.8,23921.3
4,24170,24169.9,24156.9,24178.2,24173.4
5,24380,24418.5,24402,24426.7,24425.5
6,24630,24667,24647.2,24675.1,24677.6
7,24910,24915.6,24892.3,24923.6,24929.6
8,25180,25164.2,25137.5,25172,25181.7
1,25370,25412.8,25382.6,25420.5,25433.8
2,25710,25661.3,25627.8,25668.9,25685.9
3,25940,25909.9,25872.9,25917.4,25938
4,26150,26158.5,26118,26165.8,26190.1
5,26430,26407,26363.2,26414.3,26442.1
6,26630,26655.6,26608.3,26662.7,26694.2
7,26880,26904.2,26853.5,26911.2,26946.3
8,27190,27152.7,27098.6,27159.6,27198.4
1,27670,27647.3,27636.2,27661.4,27702.6
2,27910,27897.9,27882.8,27910.5,27954.7
3,28160,28148.6,28129.4,28159.7,28206.7
4,28430,28399.3,28375.9,28408.8,28458.8
5,28610,28650,28622.5,28658,28710.9
6,28880,28900.6,28869.1,28907.1,28963
7,29140,29151.3,29115.6,29156.3,29215.1
8,29400,29402,29362.2,29405.4,29467.2
1,29630,29652.7,29608.7,29654.6,29719.2
2,29910,29903.3,29855.3,29903.7,29971.3
3,30170,30154,30101.9,30152.9,30223.4
4,30420,30404.7,30348.4,30402,30475.5
5,30670,30655.4,30595,30651.2,30727.6
6,30860,30906,30841.6,30900.3,30979.7
7,31160,31156.7,31088.1,31149.5,31231.7
8,31460,31407.4,31334.7,31398.6,31483.8
1,31960,31899.3,31869.8,31907.8,31988
2,32180,32148.2,32117.6,32156.1,32240.1
3,32430,32397,32365.3,32404.4,32492.2
4,32690,32645.9,32613.1,32652.7,32744.2
5,32860,32894.7,32860.8,32901,32996.3
6,33110,33143.6,33108.6,33149.3,33248.4
7,33380,33392.4,33356.3,33397.6,33500.5
8,33650,33641.3,33604.1,33645.9,33752.6
