Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
1,1990,1990,1990,2173.51,1990
2,2220,2220,2220,2385.82,2196.03
3,2450,2450,2450,2598.12,2402.05
4,2640,2680,2680,2810.42,2608.08
5,2870,2910,2910,3022.73,2814.11
6,3070,3140,3140,3235.03,3020.13
7,3300,3370,3370,3447.33,3226.16
8,3520,3600,3600,3659.64,3432.19
9,3780,3830,3830,3871.94,3638.21
10,4020,4060,4060,4084.24,3844.24
11,4260,4290,4290,4296.55,4050.27
12,4670,4520,4520,4508.85,4256.29
1,4850,4750,4750,4721.15,4462.32
2,5080,4980,4980,4933.45,4668.35
3,5260,5210,5210,5145.76,4874.37
4,5520,5440,5440,5358.06,5080.4
5,5660,5670,5670,5570.36,5286.43
6,5830,5900,5900,5782.67,5492.45
7,6070,6130,6130,5994.97,5698.48
8,6280,6360,6360,6207.27,5904.51
9,6470,6590,6590,6419.58,6110.53
10,6710,6820,6820,6631.88,6316.56
11,6960,7050,7050,6844.18,6522.59
12,7280,7280,7280,7056.49,6728.61
1,7680,7689.6,7706.43,7646.01,7140.67
2,7890,7898.41,7914.17,7858.32,7346.69
3,8080,8107.23,8121.91,8070.62,7552.72
4,8270,8316.04,8329.65,8282.92,7758.75
5,8530,8524.85,8537.39,8495.23,7964.77
6,8720,8733.67,8745.13,8707.53,8170.8
7,8950,8942.48,8952.87,8919.83,8376.83
8,9090,9151.3,9160.61,9132.14,8582.85
9,9370,9360.11,9368.35,9344.44,8788.88
10,9540,9568.93,9576.09,9556.74,8994.91
11,9730,9777.74,9783.83,9769.05,9200.93
12,10000,9986.56,9991.57,9981.35,9406.96
1,10270,10195.4,10199.3,10193.7,9612.99
2,10450,10404.2,10407,10406,9819.01
3,10650,10613,10614.8,10618.3,10025
4,10880,10821.8,10822.5,10830.6,10231.1
5,11070,11030.6,11030.3,11042.9,10437.1
6,11230,11239.4,11238,11255.2,10643.1
7,11430,11448.3,11445.7,11467.5,10849.1
8,11600,11657.1,11653.5,11679.8,11055.2
9,11800,11865.9,11861.2,11892.1,11261.2
10,12080,12074.7,12069,12104.4,11467.2
11,12260,12283.5,12276.7,12316.7,11673.3
12,12530,12492.3,12484.4,12529,11879.3
1,12950,12934.7,12921.4,12947.6,12291.3
2,13170,13141.8,13129.4,13153.7,12497.4
3,13380,13349,13337.4,13359.9,12703.4
4,13560,13556.1,13545.4,13566,12909.4
5,13740,13763.2,13753.3,13772.2,13115.4
6,13960,13970.3,13961.3,13978.3,13321.5
7,14140,14177.5,14169.3,14184.5,13527.5
8,14360,14384.6,14377.3,14390.6,13733.5
9,14550,14591.7,14585.2,14596.8,13939.5
10,14810,14798.9,14793.2,14802.9,14145.6
11,15020,15006,15001.2,15009.1,14351.6
12,15250,15213.1,15209.2,15215.3,14557.6
1,15470,15420.3,15417.1,15421.4,14763.7
2,15660,15627.4,15625.1,15627.6,14969.7
3,15860,15834.5,15833.1,15833.7,15175.7
4,16070,16041.6,16041.1,16039.9,15381.7
5,16240,16248.8,16249,16246,15587.8
6,16420,16455.9,16457,16452.2,15793.8
7,16640,16663,16665,16658.3,15999.8
8,16840,16870.2,16873,16864.5,16205.8
9,17030,17077.3,17080.9,17070.6,16411.9
10,17290,17284.4,17288.9,17276.8,16617.9
11,17520,17491.5,17496.9,17483,16823.9
12,17710,17698.7,17704.9,17689.1,17029.9
1,18100,18109.4,18111,18125.8,17442
2,18300,18315.8,18317.3,18330.6,17648
3,18500,18522.2,18523.6,18535.4,17854.1
4,18720,18728.5,18729.8,18740.2,18060.1
5,18910,18934.9,18936.1,18945,18266.1
6,19100,19141.3,19142.4,19149.7,18472.1
7,19350,19347.7,19348.7,19354.5,18678.2
8,19550,19554,19554.9,19559.3,18884.2
9,19780,19760.4,19761.2,19764.1,19090.2
10,20020,19966.8,19967.5,19968.9,19296.2
11,20190,20173.2,20173.8,20173.7,19502.3
12,20410,20379.6,20380,20378.4,19708.3
1,20650,20585.9,20586.3,20583.2,19914.3
2,20780,20792.3,20792.6,20788,20120.3
3,20980,20998.7,20998.9,20992.8,20326.4
4,21180,21205.1,21205.1,21197.6,20532.4
5,21430,21411.4,21411.4,21402.4,20738.4
6,21590,21617.8,21617.7,21607.1,20944.5
7,21780,21824.2,21824,21811.9,21150.5
8,21980,22030.6,22030.2,22016.7,21356.5
9,22220,22237,22236.5,22221.5,21562.5
10,22460,22443.3,22442.8,22426.3,21768.6
11,22680,22649.7,22649.1,22631,21974.6
12,22880,22856.1,22855.3,22835.8,22180.6
1,23320,23276.6,23268.8,23295.7,22592.7
2,23500,23482.1,23475.1,23499.7,22798.7
3,23690,23687.7,23681.3,23703.8,23004.7
4,23870,23893.3,23887.6,23907.9,23210.7
5,24070,24098.8,24093.8,24112,23416.8
6,24280,24304.4,24300.1,24316,23622.8
7,24500,24510,24506.3,24520.1,23828.8
8,24730,24715.6,24712.6,24724.2,24034.9
9,24910,24921.1,24918.8,24928.2,24240.9
10,25130,25126.7,25125.1,25132.3,24446.9
11,25330,25332.3,25331.4,25336.4,24652.9
12,25560,25537.8,25537.6,25540.5,24859
1,25800,25743.4,25743.9,25744.5,25065
2,25990,25949,25950.1,25948.6,25271
3,26210,26154.5,26156.4,26152.7,25477
4,26370,26360.1,26362.6,26356.8,25683.1
5,26570,26565.7,26568.9,26560.8,25889.1
6,26750,26771.3,26775.1,26764.9,26095.1
7,26950,26976.8,26981.4,26969,26301.1
8,27160,27182.4,27187.6,27173,26507.2
9,27340,27388,27393.9,27377.1,26713.2
10,27600,27593.5,27600.1,27581.2,26919.2
11,27790,27799.1,27806.4,27785.3,27125.3
12,28000,28004.7,28012.6,27989.3,27331.3
1,28410,28420.5,28411,28428.4,27743.3
2,28610,28624.7,28616.7,28632,27949.4
3,28840,28828.9,28822.5,28835.5,28155.4
4,29050,29033.1,29028.3,29039.1,28361.4
5,29230,29237.3,29234.1,29242.6,28567.4
6,29430,29441.6,29439.9,29446.1,28773.5
